Column3,Column2,Column1,active_PSS,product,Substance_Name,Substance_Type,Molecular_Formula,Molecular_Weight,Inchikey,Comment,Created_Date,Last_Updated_Date,External_Code_XEVMPD,External_Code_SVG,External_Code_UNII,pss_inchi,IsomericSMILES,ps_smiles,ps_num_drugs,p_smiles,p_inchi,p_inchikey,p_chembl_id,chembl_mismatch
231,231,231,PRASUGREL BESILATE,192,PRASUGREL BESILATE,Chemical,C20H20FNO3S.C6H6O3S,,UFXQKLQPHZRPDV-UHFFFAOYSA-N,,25/07/2019 11:55,17/05/2023 13:29,SUB185801,1,7KYD4NE018,"InChI=1S/C20H20FNO3S.C6H6O3S/c1-12(23)25-18-10-14-11-22(9-8-17(14)26-18)19(20(24)13-6-7-13)15-4-2-3-5-16(15)21;7-10(8,9)6-4-2-1-3-5-6/h2-5,10,13,19H,6-9,11H2,1H3;1-5H,(H,7,8,9)",CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4.C1=CC=C(C=C1)S(=O)(=O)O,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2.O=S(=O)(O)c1ccccc1,1,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,"InChI=1S/C20H20FNO3S/c1-12(23)25-18-10-14-11-22(9-8-17(14)26-18)19(20(24)13-6-7-13)15-4-2-3-5-16(15)21/h2-5,10,13,19H,6-9,11H2,1H3",DTGLZDAWLRGWQN-UHFFFAOYSA-N,CHEMBL1201772,FALSE
232,232,232,NATEGLINIDE,193,NATEGLINIDE,Chemical,C19H27NO3,,OELFLUMRDSZNSF-BRWVUGGUSA-N,,25/07/2019 11:55,01/09/2023 11:39,SUB09170MIG,1,41X3PWK4O2,"InChI=1S/C19H27NO3/c1-13(2)15-8-10-16(11-9-15)18(21)20-17(19(22)23)12-14-6-4-3-5-7-14/h3-7,13,15-17H,8-12H2,1-2H3,(H,20,21)(H,22,23)/t15-,16-,17-/m1/s1",C(N[C@H](CC1=CC=CC=C1)C(O)=O)(=O)[C@H]2CC[C@H](C(C)C)CC2,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,1,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,"InChI=1S/C19H27NO3/c1-13(2)15-8-10-16(11-9-15)18(21)20-17(19(22)23)12-14-6-4-3-5-7-14/h3-7,13,15-17H,8-12H2,1-2H3,(H,20,21)(H,22,23)/t15-,16-,17-/m1/s1",OELFLUMRDSZNSF-BRWVUGGUSA-N,CHEMBL783,FALSE
233,233,233,MANNITOL,194,MANNITOL,Chemical,C6H14O6,,FBPFZTCFMRRESA-KVTDHHQDSA-N,,25/07/2019 11:55,19/12/2023 14:41,SUB03087MIG,1,3OWL53L36A,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1",C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1",FBPFZTCFMRRESA-KVTDHHQDSA-N,CHEMBL689,FALSE
234,234,234,PERFLUTREN,195,PERFLUTREN,Chemical,C3F8,,QYSGYZVSCZSLHT-UHFFFAOYSA-N,,25/07/2019 11:55,07/09/2023 10:39,SUB20657,1,CK0N3WH0SR,"InChI=1S/C3F8/c4-1(5,2(6,7)8)3(9,10)11",C(C(F)(F)F)(C(F)(F)F)(F)F,FC(F)(F)C(F)(F)C(F)(F)F,1,FC(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C3F8/c4-1(5,2(6,7)8)3(9,10)11",QYSGYZVSCZSLHT-UHFFFAOYSA-N,CHEMBL1663,FALSE
235,235,235,EVEROLIMUS,196,EVEROLIMUS,Chemical,C53H83NO14,,HKVAMNSJSFKALM-GKUWKFKPSA-N,,25/07/2019 11:55,21/12/2023 08:03,SUB02065MIG,1,9HW64Q8G6G,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,1,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C/C=C\1C,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11-,16-12-,33-17-,37-27-/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",HKVAMNSJSFKALM-ADNAJIBWSA-N,CHEMBL1908360,TRUE
236,236,236,EVEROLIMUS,197,EVEROLIMUS,Chemical,C53H83NO14,,HKVAMNSJSFKALM-GKUWKFKPSA-N,,25/07/2019 11:55,21/12/2023 08:03,SUB02065MIG,1,9HW64Q8G6G,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,1,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C/C=C\1C,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11-,16-12-,33-17-,37-27-/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",HKVAMNSJSFKALM-ADNAJIBWSA-N,CHEMBL1908360,TRUE
237,237,237,EVEROLIMUS,198,EVEROLIMUS,Chemical,C53H83NO14,,HKVAMNSJSFKALM-GKUWKFKPSA-N,,25/07/2019 11:55,21/12/2023 08:03,SUB02065MIG,1,9HW64Q8G6G,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11+,16-12+,33-17+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,1,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(/C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C\C=C/C=C\1C,"InChI=1S/C53H83NO14/c1-32-16-12-11-13-17-33(2)44(63-8)30-40-21-19-38(7)53(62,68-40)50(59)51(60)54-23-15-14-18-41(54)52(61)67-45(35(4)28-39-20-22-43(66-25-24-55)46(29-39)64-9)31-42(56)34(3)27-37(6)48(58)49(65-10)47(57)36(5)26-32/h11-13,16-17,27,32,34-36,38-41,43-46,48-49,55,58,62H,14-15,18-26,28-31H2,1-10H3/b13-11-,16-12-,33-17-,37-27-/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",HKVAMNSJSFKALM-ADNAJIBWSA-N,CHEMBL1908360,TRUE
238,238,238,MYCOPHENOLATE MOFETIL,199,MYCOPHENOLATE MOFETIL,Chemical,C23H31NO7,,RTGDFNSFWBGLEC-SYZQJQIISA-N,,25/07/2019 11:55,20/12/2023 16:17,SUB03360MIG,1,9242ECW6R0,"InChI=1S/C23H31NO7/c1-15(5-7-19(25)30-13-10-24-8-11-29-12-9-24)4-6-17-21(26)20-18(14-31-23(20)27)16(2)22(17)28-3/h4,26H,5-14H2,1-3H3/b15-4+",CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,1,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,"InChI=1S/C23H31NO7/c1-15(5-7-19(25)30-13-10-24-8-11-29-12-9-24)4-6-17-21(26)20-18(14-31-23(20)27)16(2)22(17)28-3/h4,26H,5-14H2,1-3H3/b15-4+",RTGDFNSFWBGLEC-SYZQJQIISA-N,CHEMBL1456,FALSE
239,239,239,DESLORATADINE,200,DESLORATADINE,Chemical,C19H19ClN2,,JAUOIFJMECXRGI-UHFFFAOYSA-N,,25/07/2019 11:55,31/07/2023 11:00,SUB01596MIG,1,FVF865388R,"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2",C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2",JAUOIFJMECXRGI-UHFFFAOYSA-N,CHEMBL1172,FALSE
240,240,240,SILDENAFIL CITRATE,201,SILDENAFIL CITRATE,Chemical,C22H30N6O4S.C6H8O7,,DEIYFTQMQPDXOT-UHFFFAOYSA-N,,25/07/2019 11:55,20/12/2023 11:54,SUB04386MIG,1,BW9B0ZE037,"InChI=1S/C22H30N6O4S.C6H8O7/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28;7-3(8)1-6(13,5(11)12)2-4(9)10/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29);13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12.O=C(O)CC(O)(CC(=O)O)C(=O)O,1,CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)",BNRNXUUZRGQAQC-UHFFFAOYSA-N,CHEMBL192,FALSE
241,241,241,ENZALUTAMIDE,202,ENZALUTAMIDE,Chemical,C21H16F4N4O2S,,WXCXUHSOUPDCQV-UHFFFAOYSA-N,,25/07/2019 11:55,20/12/2023 12:07,SUB77412,1,93T0T9GKNU,"InChI=1S/C21H16F4N4O2S/c1-20(2)18(31)28(12-5-4-11(10-26)15(8-12)21(23,24)25)19(32)29(20)13-6-7-14(16(22)9-13)17(30)27-3/h4-9H,1-3H3,(H,27,30)",CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,1,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,"InChI=1S/C21H16F4N4O2S/c1-20(2)18(31)28(12-5-4-11(10-26)15(8-12)21(23,24)25)19(32)29(20)13-6-7-14(16(22)9-13)17(30)27-3/h4-9H,1-3H3,(H,27,30)",WXCXUHSOUPDCQV-UHFFFAOYSA-N,CHEMBL1082407,FALSE
242,242,242,ENZALUTAMIDE,203,ENZALUTAMIDE,Chemical,C21H16F4N4O2S,,WXCXUHSOUPDCQV-UHFFFAOYSA-N,,25/07/2019 11:55,20/12/2023 12:07,SUB77412,1,93T0T9GKNU,"InChI=1S/C21H16F4N4O2S/c1-20(2)18(31)28(12-5-4-11(10-26)15(8-12)21(23,24)25)19(32)29(20)13-6-7-14(16(22)9-13)17(30)27-3/h4-9H,1-3H3,(H,27,30)",CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,1,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,"InChI=1S/C21H16F4N4O2S/c1-20(2)18(31)28(12-5-4-11(10-26)15(8-12)21(23,24)25)19(32)29(20)13-6-7-14(16(22)9-13)17(30)27-3/h4-9H,1-3H3,(H,27,30)",WXCXUHSOUPDCQV-UHFFFAOYSA-N,CHEMBL1082407,FALSE
243,243,243,CARFILZOMIB,204,CARFILZOMIB,Chemical,C40H57N5O7,,BLMPQMFVWMYDKT-NZTKNTHTSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB32911,1,72X6E3J5AR,"InChI=1S/C40H57N5O7/c1-27(2)22-32(36(47)40(5)26-52-40)42-39(50)34(24-30-14-10-7-11-15-30)44-38(49)33(23-28(3)4)43-37(48)31(17-16-29-12-8-6-9-13-29)41-35(46)25-45-18-20-51-21-19-45/h6-15,27-28,31-34H,16-26H2,1-5H3,(H,41,46)(H,42,50)(H,43,48)(H,44,49)/t31-,32-,33-,34-,40+/m0/s1",CC(C)C[C@@H](C(=O)[C@]1(CO1)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,1,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,"InChI=1S/C40H57N5O7/c1-27(2)22-32(36(47)40(5)26-52-40)42-39(50)34(24-30-14-10-7-11-15-30)44-38(49)33(23-28(3)4)43-37(48)31(17-16-29-12-8-6-9-13-29)41-35(46)25-45-18-20-51-21-19-45/h6-15,27-28,31-34H,16-26H2,1-5H3,(H,41,46)(H,42,50)(H,43,48)(H,44,49)/t31-,32-,33-,34-,40+/m0/s1",BLMPQMFVWMYDKT-NZTKNTHTSA-N,CHEMBL451887,FALSE
244,244,244,CLOPIDOGREL HYDROGEN SULPHATE,205,CLOPIDOGREL HYDROGEN SULPHATE,Chemical,C16H16ClNO2S.H2O4S,,FDEODCTUSIWGLK-RSAXXLAASA-N,,25/07/2019 11:55,19/12/2023 14:07,SUB12483MIG,1,08I79HTP27,"InChI=1S/C16H16ClNO2S.H2O4S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14;1-5(2,3)4/h2-5,7,9,15H,6,8,10H2,1H3;(H2,1,2,3,4)/t15-;/m0./s1",COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,1,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",GKTWGGQPFAXNFI-HNNXBMFYSA-N,CHEMBL1771,FALSE
245,245,245,CLOPIDOGREL HYDROGEN SULPHATE,206,CLOPIDOGREL HYDROGEN SULPHATE,Chemical,C16H16ClNO2S.H2O4S,,FDEODCTUSIWGLK-RSAXXLAASA-N,,25/07/2019 11:55,19/12/2023 14:07,SUB12483MIG,1,08I79HTP27,"InChI=1S/C16H16ClNO2S.H2O4S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14;1-5(2,3)4/h2-5,7,9,15H,6,8,10H2,1H3;(H2,1,2,3,4)/t15-;/m0./s1",COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.OS(=O)(=O)O,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,1,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",GKTWGGQPFAXNFI-HNNXBMFYSA-N,CHEMBL1771,FALSE
246,246,246,CLOPIDOGREL HYDROCHLORIDE,207,CLOPIDOGREL HYDROCHLORIDE,Chemical,C16H16ClNO2S.ClH,,XIHVAFJSGWDBGA-RSAXXLAASA-N,,25/07/2019 11:55,17/05/2023 13:25,SUB30779,1,426O7XWS6Y,"InChI=1S/C16H16ClNO2S.ClH/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14;/h2-5,7,9,15H,6,8,10H2,1H3;1H/t15-;/m0./s1",COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.Cl,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.Cl,1,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,"InChI=1S/C16H16ClNO2S/c1-20-16(19)15(12-4-2-3-5-13(12)17)18-8-6-14-11(10-18)7-9-21-14/h2-5,7,9,15H,6,8,10H2,1H3/t15-/m0/s1",GKTWGGQPFAXNFI-HNNXBMFYSA-N,CHEMBL1771,FALSE
247,247,247,DESLORATADINE,208,DESLORATADINE,Chemical,C19H19ClN2,,JAUOIFJMECXRGI-UHFFFAOYSA-N,,25/07/2019 11:55,31/07/2023 11:00,SUB01596MIG,1,FVF865388R,"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2",C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2",JAUOIFJMECXRGI-UHFFFAOYSA-N,CHEMBL1172,FALSE
248,248,248,DESLORATADINE,209,DESLORATADINE,Chemical,C19H19ClN2,,JAUOIFJMECXRGI-UHFFFAOYSA-N,,25/07/2019 11:55,31/07/2023 11:00,SUB01596MIG,1,FVF865388R,"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2",C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,"InChI=1S/C19H19ClN2/c20-16-5-6-17-15(12-16)4-3-14-2-1-9-22-19(14)18(17)13-7-10-21-11-8-13/h1-2,5-6,9,12,21H,3-4,7-8,10-11H2",JAUOIFJMECXRGI-UHFFFAOYSA-N,CHEMBL1172,FALSE
249,249,249,TRAVOPROST,210,TRAVOPROST,Chemical,C26H35F3O6,,MKPLKVHSHYCHOC-AHTXBMBWSA-N,,25/07/2019 11:55,21/12/2023 10:47,SUB12613MIG,1,WJ68R08KX9,"InChI=1S/C26H35F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,19,21-24,30-32H,4,6,10-11,15-16H2,1-2H3/b5-3-,13-12+/t19-,21-,22-,23+,24-/m1/s1",CC(C)OC(=O)CCC/C=C\C[C@H]1[C@H](C[C@H]([C@@H]1/C=C/[C@H](COC2=CC=CC(=C2)C(F)(F)F)O)O)O,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,1,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,"InChI=1S/C26H35F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,19,21-24,30-32H,4,6,10-11,15-16H2,1-2H3/b5-3-,13-12+/t19-,21-,22-,23+,24-/m1/s1",MKPLKVHSHYCHOC-AHTXBMBWSA-N,CHEMBL1200799,FALSE
250,250,250,RALOXIFENE HYDROCHLORIDE,211,RALOXIFENE HYDROCHLORIDE,Chemical,C28H27NO4S.ClH,,BKXVVCILCIUCLG-UHFFFAOYSA-N,,25/07/2019 11:55,04/09/2023 11:27,SUB12568MIG,1,4F86W47BR6,"InChI=1S/C28H27NO4S.ClH/c30-21-8-4-20(5-9-21)28-26(24-13-10-22(31)18-25(24)34-28)27(32)19-6-11-23(12-7-19)33-17-16-29-14-2-1-3-15-29;/h4-13,18,30-31H,1-3,14-17H2;1H",C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O.Cl,Cl.O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,1,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,"InChI=1S/C28H27NO4S/c30-21-8-4-20(5-9-21)28-26(24-13-10-22(31)18-25(24)34-28)27(32)19-6-11-23(12-7-19)33-17-16-29-14-2-1-3-15-29/h4-13,18,30-31H,1-3,14-17H2",GZUITABIAKMVPG-UHFFFAOYSA-N,CHEMBL81,FALSE
