Column1,Category,Medicine name,Therapeutic area,International non-proprietary name (INN) / common name,Active substance,Product number,Patient safety,Authorisation status,ATC code,Additional monitoring,Generic,Conditional approval,Exceptional circumstances,Accelerated assessment,Orphan medicine,Marketing authorisation date,Date of refusal of marketing authorisation,Marketing authorisation holder/company name,Human pharmacotherapeutic group,Date of opinion,Decision date,Revision number,Condition / indication,First published,Revision date,URL,InChI_Keys,PDF_URL
448,Human,Tolucombi,Hypertension,"telmisartan, hydrochlorothiazide","['TELMISARTAN', 'HYDROCHLOROTHIAZIDE']",EMEA/H/C/002549,no,Authorised,C09DA07,no,yes,no,no,no,no,13/03/2013,,"Krka, d.d., Novo mesto",telmisartan and diuretics,17/01/2013,14/08/2023,11,Tolucombi fixed-dose combination (80 mg telmisartan/25 mg hydrochlorothiazide) is indicated in adults whose blood pressure is not adequately controlled on Tolucombi 80 mg/12.5 mg (80 mg telmisartan/12.5 mg hydrochlorothiazide) or adults who have been previously stabilised on telmisartan and hydrochlorothiazide given separately.,14/02/2018,24/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/tolucombi,"['RMMXLENWKUUMAY-UHFFFAOYSA-N', 'JZUFKLXOESDKRF-UHFFFAOYSA-N']",https://www.ema.europa.eu/en/documents/product-information/tolucombi-epar-product-information_en.pdf
451,Human,Tecovirimat SIGA,Poxviridae Infections;  Cowpox;  Monkeypox;  Vaccinia;  Smallpox,tecovirimat monohydrate,['TECOVIRIMAT'],EMEA/H/C/005248,no,Authorised,J05AX24,yes,no,no,no,no,no,06/01/2022,,SIGA Technologies Netherlands B.V.,Antivirals for systemic use,11/11/2021,31/05/2023,2,Tecovirimat SIGA is indicated for the treatment of the following viral infections in adults and children with body weight at least 13 kg:- Smallpox- Monkeypox- CowpoxTecovirimat SIGA is also indicated to treat complications due to replication of vaccinia virus following vaccination against smallpox in adults and children with body weight at least 13 kg (see sections 4.4 and 5.1).Tecovirimat SIGA should be used in accordance with official recommendations.,10/11/2021,23/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/tecovirimat-siga,['CSKDFZIMJXRJGH-VWLPUNTISA-N'],https://www.ema.europa.eu/en/documents/product-information/tecovirimat-siga-epar-product-information_en.pdf
452,Human,Aubagio,Multiple Sclerosis,teriflunomide,['TERIFLUNOMIDE'],EMEA/H/C/002514,no,Authorised,L04AA31,no,no,no,no,no,no,26/08/2013,,Sanofi Winthrop Industrie,Selective immunosuppressants,21/03/2013,13/07/2023,26,AUBAGIO is indicated for the treatment of adult patients and paediatric patients aged 10 years and older with relapsing remitting multiple sclerosis (MS) (please refer to section 5.1 for important information on the population for which efficacy has been established).,28/05/2018,22/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/aubagio,['UTNUDOFZCWSZMS-YFHOEESVSA-N'],https://www.ema.europa.eu/en/documents/product-information/aubagio-epar-product-information_en.pdf
453,Human,Kinpeygo,"Glomerulonephritis, IGA",budesonide,"['BUDESONIDE', 'MICRONISED']",EMEA/H/C/005653,no,Authorised,A07EA06,yes,no,yes,no,no,yes,15/07/2022,,Stada Arzneimittel AG,"Antidiarrheals, intestinal antiinflammatory / antiinfective agents",19/05/2022,21/08/2023,5,Kinpeygo is indicated for the treatment of primary immunoglobulin A (IgA) nephropathy (IgAN) in adults at risk of rapid disease progression with a urine protein-to-creatinine ratio (UPCR) ?1.5 g/gram.,17/05/2022,21/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/kinpeygo,"[nan, 'not found']",https://www.ema.europa.eu/en/documents/product-information/kinpeygo-epar-product-information_en.pdf
454,Human,Tukysa,Breast Neoplasms;  Neoplasm Metastasis,tucatinib,['TUCATINIB'],EMEA/H/C/005263,no,Authorised,L01EH03,yes,no,no,no,no,no,11/02/2021,,Seagen B.V.,Antineoplastic agents,10/12/2020,20/07/2023,5,Tukysa is indicated in combination with trastuzumab and capecitabine for the treatment of adult patients with HER2?positive locally advanced or metastatic breast cancer who have received at least 2 prior anti?HER2 treatment regimens.,18/02/2021,21/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/tukysa,['SDEAXTCZPQIFQM-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/tukysa-epar-product-information_en.pdf
456,Human,Fingolimod Accord,"Multiple Sclerosis, Relapsing-Remitting",fingolimod,['FINGOLIMOD HYDROCHLORIDE'],EMEA/H/C/005191,no,Authorised,L04AA27,no,yes,no,no,no,no,25/06/2020,,Accord Healthcare S.L.U.,"Immunosuppressants, Selective immunosuppressants",30/04/2020,18/08/2023,4,"Indicated as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult patients and paediatric patients aged 10 years and older:Patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapyorPatients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more Gadolinium enhancing lesions on brain MRI or a significant increase in T2 lesion load as compared to a previous recent MRI.",03/07/2020,18/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/fingolimod-accord,['SWZTYAVBMYWFGS-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/fingolimod-accord-epar-product-information_en.pdf
458,Human,Azilect,Parkinson Disease,rasagiline,['RASAGILINE'],EMEA/H/C/000574,no,Authorised,N04BD02,no,no,no,no,no,no,21/02/2005,,Teva B.V.,Anti-Parkinson drugs,14/08/2023,14/08/2023,23,Azilect is indicated for the treatment of idiopathic Parkinson's disease (PD) as monotherapy (without levodopa) or as adjunct therapy (with levodopa) in patients with end-of-dose fluctuations.,21/06/2018,18/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/azilect,['RUOKEQAAGRXIBM-GFCCVEGCSA-N'],https://www.ema.europa.eu/en/documents/product-information/azilect-epar-product-information_en.pdf
459,Human,Nexpovio,Multiple Myeloma,selinexor,['SELINEXOR'],EMEA/H/C/005127,no,Authorised,L01XX66,yes,no,no,no,no,no,26/03/2021,,Stemline Therapeutics B.V.,Antineoplastic agents,28/01/2021,14/08/2023,8,"NEXPOVIO is indicatedin combination with bortezomib and dexamethasone for the treatment of adult patients with multiple myeloma who have received at least one prior therapy.in combination with dexamethasone for the treatment of multiple myeloma in adult patients who have received at least four prior therapies and whose disease is refractory to at least two proteasome inhibitors, two immunomodulatory agents and an anti-CD38 monoclonal antibody, and who have demonstrated disease progression on the last therapy.",27/05/2021,17/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/nexpovio,['DEVSOMFAQLZNKR-RJRFIUFISA-N'],https://www.ema.europa.eu/en/documents/product-information/nexpovio-epar-product-information_en.pdf
460,Human,Jalra,"Diabetes Mellitus, Type 2",vildagliptin,['VILDAGLIPTIN'],EMEA/H/C/001048,no,Authorised,A10BH02,no,no,no,no,no,no,19/11/2008,,Novartis Europharm Limited,"Dipeptidyl peptidase 4 (DPP-4) inhibitors, Drugs used in diabetes",25/09/2008,14/08/2023,24,"Vildagliptin is indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus:as monotherapy in patients in whom metformin is inappropriate due to contraindications or intolerance.in combination with other medicinal products for the treatment of diabetes, including insulin, when these do not provide adequate glycaemic control (see sections 4.4, 4.5 and 5.1 for available data on different combinations).",26/04/2018,17/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/jalra,['SYOKIDBDQMKNDQ-XWTIBIIYSA-N'],https://www.ema.europa.eu/en/documents/product-information/jalra-epar-product-information_en.pdf
461,Human,Galvus,"Diabetes Mellitus, Type 2",vildagliptin,['VILDAGLIPTIN'],EMEA/H/C/000771,no,Authorised,A10BH02,no,no,no,no,no,no,25/09/2007,,Novartis Europharm Limited,Drugs used in diabetes,19/07/2007,14/08/2023,23,"Vildagliptin is indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus:as monotherapy in patients in whom metformin is inappropriate due to contraindications or intolerance.in combination with other medicinal products for the treatment of diabetes, including insulin, when these do not provide adequate glycaemic control",26/04/2018,17/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/galvus,['SYOKIDBDQMKNDQ-XWTIBIIYSA-N'],https://www.ema.europa.eu/en/documents/product-information/galvus-epar-product-information_en.pdf
462,Human,Xiliarx,"Diabetes Mellitus, Type 2",vildagliptin,['VILDAGLIPTIN'],EMEA/H/C/001051,no,Authorised,A10BH02,no,no,no,no,no,no,19/11/2008,,Novartis Europharm Limited,Drugs used in diabetes,,14/08/2023,23,"Vildagliptin is indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus:as monotherapy in patients in whom metformin is inappropriate due to contraindications or intolerance.in combination with other medicinal products for the treatment of diabetes, including insulin, when these do not provide adequate glycaemic control (see sections 4.4, 4.5 and 5.1 for available data on different combinations).",26/04/2018,17/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/xiliarx,['SYOKIDBDQMKNDQ-XWTIBIIYSA-N'],https://www.ema.europa.eu/en/documents/product-information/xiliarx-epar-product-information_en.pdf
463,Human,Nemdatine,Alzheimer Disease,memantine,['MEMANTINE'],EMEA/H/C/002680,no,Authorised,N06DX01,no,yes,no,no,no,no,22/04/2013,22/02/2013,Actavis Group PTC ehf.,"Psychoanaleptics, , Other anti-dementia drugs",21/02/2013,14/08/2023,13,Treatment of patients with moderate to severe Alzheimer’s disease.,08/01/2018,17/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/nemdatine,['BUGYDGFZZOZRHP-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/nemdatine-epar-product-information_en.pdf
464,Human,Amlodipine  / Valsartan Mylan ,Hypertension,"amlodipine, valsartan","['AMLODIPINE BESILATE', 'VALSARTAN']",EMEA/H/C/004037,no,Authorised,C09DB01,no,yes,no,no,no,no,22/03/2016,,Mylan Pharmaceuticals Limited,Agents acting on the renin-angiotensin system,28/01/2016,14/08/2023,11,Treatment of essential hypertension.Amlodipine/Valsartan Mylan is indicated in adults whose blood pressure is not adequately controlled on amlodipine or valsartan monotherapy.,26/02/2018,17/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/amlodipine-valsartan-mylan,"['ZPBWCRDSRKPIDG-UHFFFAOYSA-N', 'ACWBQPMHZXGDFX-QFIPXVFZSA-N']",https://www.ema.europa.eu/en/documents/product-information/amlodipine-valsartan-mylan-epar-product-information_en.pdf
465,Human,Tobi Podhaler,Cystic Fibrosis;  Respiratory Tract Infections,tobramycin,['TOBRAMYCIN'],EMEA/H/C/002155,no,Authorised,J01GB01,no,no,no,no,no,no,20/07/2011,,Viatris Healthcare Limited,"Antibacterials for systemic use, ",23/09/2010,21/07/2023,21,Tobi Podhaler is indicated for the suppressive therapy of chronic pulmonary infection due to Pseudomonas aeruginosa in adults and children aged 6 years and older with cystic fibrosis. See sections 4.4 and 5.1 regarding data in different age groups.Consideration should be given to official guidance on the appropriate use of antibacterial agents.,23/04/2018,16/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/tobi-podhaler,['NLVFBUXFDBBNBW-PBSUHMDJSA-N'],https://www.ema.europa.eu/en/documents/product-information/tobi-podhaler-epar-product-information_en.pdf
466,Human,Competact,"Diabetes Mellitus, Type 2","pioglitazone, metformin","['PIOGLITAZONE', 'METFORMIN HYDROCHLORIDE']",EMEA/H/C/000655,no,Authorised,A10BD05,no,no,no,no,no,no,28/07/2006,,CHEPLAPHARM Arzneimittel GmbH,Drugs used in diabetes,,11/08/2023,21,"Competact is indicated in the treatment of type 2 diabetes mellitus patients, particularly overweight patients, who are unable to achieve sufficient glycaemic control at their maximally tolerated dose of oral metformin alone.",12/12/2016,16/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/competact,"['HYAFETHFCAUJAY-UHFFFAOYSA-N', 'OETHQSJEHLVLGH-UHFFFAOYSA-N']",https://www.ema.europa.eu/en/documents/product-information/competact-epar-product-information_en.pdf
467,Human,Caprelsa,Thyroid Neoplasms,vandetanib,['VANDETANIB'],EMEA/H/C/002315,no,Authorised,L01XE,no,no,yes,no,no,no,16/02/2012,,Sanofi B.V.,Antineoplastic and immunomodulating agents,17/11/2011,11/08/2023,52,"Caprelsa is indicated for the treatment of aggressive and symptomatic medullary thyroid cancer (MTC) in patients with unresectable locally advanced or metastatic disease.Caprelsa is indicated in adults, children and adolescents aged 5 years and older.For patients in whom re-arranged-during-transfection(RET) mutation is not known or is negative, a possible lower benefit should be taken into account before individual treatment decision.",31/05/2018,16/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/caprelsa,['UHTHHESEBZOYNR-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/caprelsa-epar-product-information_en.pdf
468,Human,Lacosamide Accord,Epilepsy,lacosamide,['LACOSAMIDE'],EMEA/H/C/004443,no,Authorised,N03AX18,no,yes,no,no,no,no,18/09/2017,,Accord Healthcare S.L.U.,"Antiepileptics, ",20/07/2017,04/08/2023,12,"Lacosamide Accord is indicated as monotherapy in the treatment of partial-onset seizures with or without secondary generalisation in adults, adolescents and children from 4 years of age with epilepsy.Lacosamide Accord is indicated as adjunctive therapy•         in the treatment of partial-onset seizures with or without secondary generalisation in adults, adolescents and children from 4 years of age with epilepsy.•         in the treatment of primary generalised tonic-clonic seizures in adults, adolescents and children from 4 years of age with idiopathic generalised epilepsy.",04/04/2018,16/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/lacosamide-accord,['VPPJLAIAVCUEMN-GFCCVEGCSA-N'],https://www.ema.europa.eu/en/documents/product-information/lacosamide-accord-epar-product-information_en.pdf
469,Human,Buvidal,Opioid-Related Disorders,buprenorphine,['BUPRENORPHINE'],EMEA/H/C/004651,no,Authorised,N07BC01,no,no,no,no,no,no,20/11/2018,,Camurus AB,Other nervous system drugs,20/09/2018,26/07/2021,8,"Treatment of opioid dependence within a framework of medical, social and psychological treatment. Treatment is intended for use in adults and adolescents aged 16 years or over.",18/12/2018,16/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/buvidal,['RMRJXGBAOAMLHD-IHFGGWKQSA-N'],https://www.ema.europa.eu/en/documents/product-information/buvidal-epar-product-information_en.pdf
470,Human,Tivicay,HIV Infections,dolutegravir,['DOLUTEGRAVIR'],EMEA/H/C/002753,no,Authorised,J05AX12,no,no,no,no,no,no,16/01/2014,,ViiV Healthcare BV,Antivirals for systemic use,21/11/2013,20/07/2023,34,"Tivicay is indicated in combination with other anti-retroviral medicinal products for the treatment of Human Immunodeficiency Virus (HIV) infected adults, adolescents and children of at least 6 years of age or older and weighing at least 14 kg.Tivicay is indicated in combination with other anti-retroviral medicinal products for the treatment of Human Immunodeficiency Virus (HIV) infected adults, adolescents and children of at least 4 weeks of age or older and weighing at least 3 kg.",01/03/2018,14/08/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/tivicay,['RHWKPHLQXYSBKR-BMIGLBTASA-N'],https://www.ema.europa.eu/en/documents/product-information/tivicay-epar-product-information_en.pdf
