d,Cleaned Excipients,Indices,Excipients_Controlled
780,"['TABLET CORE:', 'CALCIUM HYDROGEN PHOSPHATE DIHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'MAIZE STARCH', 'TALC', 'TABLET COATING:', 'FILM COAT (CONTAINING LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'MACROGOL 400', 'INDIGOTIN (E132))', 'CLEAR COAT (CONTAINING HYPROMELLOSE', 'MACROGOL 400)', 'CARNAUBA WAX', '7', 'WHITE WAX']","[2446, 19, 154, 315, 941, 77, 651, 1308, 656, 1335, 1914, 2434, 431, 1307, 1363, 504]","[nan, 'CALCIUM HYDROGEN PHOSPHATE DIHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'MAIZE STARCH', 'TALC', 'LACTOSE MONOHYDRATE', nan, 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'INDIGO CARMINE', 'HYPROMELLOSE', 'POLYETHYLENE GLYCOL', 'CARNAUBA WAX', nan, 'WHITE WAX']"
1265,"['TABLET CORE', 'LACTOSE MONOHYDRATE', 'CELLULOSE', 'MICROCRYSTALLINE', 'LOW SUBSTITUTED HYDROXYPROPYL CELLULOSE', 'HYDROXYPROPYLCELLULOSE', 'CROSCARMELLOSE SODIUM', 'MAGNESIUM STEARATE', 'FILM-COATING', 'MACROGOL POLY(VINYL ALCOHOL) GRAFTED COPOLYMER (E1209)', 'TALC (E553B)', 'TITANIUM DIOXIDE (E171)', '16', 'IRON OXIDE YELLOW (E172)']","[174, 2442, 1346, 2346, 373, 1474, 399, 834, 2402, 2581, 982, 20, 2626, 1125]","[nan, 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'LOW SUBSTITUTED HYDROXYPROPYL CELLULOSE', 'HYDROXYPROPYLCELLULOSE', 'CROSCARMELLOSE SODIUM', 'MAGNESIUM STEARATE', nan, 'MACROGOL POLY(VINYL ALCOHOL) GRAFTED COPOLYMER', 'TALC', 'TITANIUM DIOXIDE', nan, 'IRON OXIDE']"
503,"['CAPSULE CONTENT', 'MANNITOL', 'CROSPOVIDONE', 'MAGNESIUM STEARATE', 'SILICA COLLOIDAL', 'ANHYDROUS', 'CAPSULE SHELL', 'GELATIN', 'TITANIUM DIOXIDE (E171)', 'IRON OXIDE', 'YELLOW (E172)', 'IRON OXIDE', 'RED (E172)', 'PRINTING INK', 'SHELLAC', 'IRON OXIDE BLACK (E172)', '57', 'MEDICINAL PRODUCT NO LONGER AUTHORISED', 'PROPYLENE GLYCOL']","[2422, 606, 839, 834, 1328, 1962, 574, 2474, 20, 1746, 1830, 1746, 2695, 2153, 2177, 2196, 2299, 395, 1218]","[nan, 'MANNITOL', 'CROSPOVIDONE', 'MAGNESIUM STEARATE', 'SILICON DIOXIDE, ANHYDROUS', nan, nan, 'GELATIN', 'TITANIUM DIOXIDE', 'IRON OXIDE', 'IRON OXIDE', 'IRON OXIDE', 'IRON OXIDE', 'PRINTING INK', 'SHELLAC', 'IRON OXIDE', nan, nan, 'PROPYLENE GLYCOL']"
772,"['TABLET CORE:', 'CALCIUM HYDROGEN PHOSPHATE DIHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'MAIZE STARCH', 'TALC', 'TABLET COATING:', 'FILM COAT (CONTAINING LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'MACROGOL 400', 'INDIGOTIN (E132))', '7', 'CLEAR COAT (CONTAINING HYPROMELLOSE', 'MACROGOL 400)', 'CARNAUBA WAX', 'WHITE WAX.']","[2446, 19, 154, 315, 941, 77, 651, 1308, 656, 1335, 1914, 1363, 2434, 431, 1307, 758]","[nan, 'CALCIUM HYDROGEN PHOSPHATE DIHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'MAIZE STARCH', 'TALC', nan, nan, 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'INDIGO CARMINE', nan, 'HYPROMELLOSE', 'POLYETHYLENE GLYCOL', 'CARNAUBA WAX', 'WHITE WAX']"
990,"['CAPSULE CONTENTS', 'POVIDONE (E1201)', 'LACTOSE', 'ANHYDROUS', 'LACTOSE MONOHYDRATE', 'CELLULOSE', 'MICROCRYSTALLINE (E460)', 'CROSPOVIDONE', '11', 'MAGNESIUM STEARATE', 'CAPSULE SHELL', 'GELATIN', 'TITANIUM DIOXIDE (E171)', 'PRINTING INK', 'SHELLAC', 'STRONG AMMONIUM SOLUTION', 'POTASSIUM HYDROXIDE (E525)', 'BLACK IRON OXIDE (E172)']","[1825, 2047, 1522, 1962, 2442, 1346, 2329, 839, 2021, 834, 574, 2474, 20, 2153, 2177, 1129, 1478, 2384]","[nan, 'POVIDONE', 'LACTOSE', nan, 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'CROSPOVIDONE', nan, 'MAGNESIUM STEARATE', nan, 'GELATIN', 'TITANIUM DIOXIDE', 'PRINTING INK', 'SHELLAC', 'AMMONIA', 'POTASSIUM HYDROXIDE', 'IRON OXIDE']"
1262,"['GRANULE CORES', 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'CROSCARMELLOSE SODIUM', 'HYDROXYPROPYL CELLULOSE', 'COLLOIDAL ANHYDROUS SILICA', 'SODIUM STEARYL FUMARATE', 'FILM-COATING', 'HYPROMELLOSE', 'MACROGOL 400', 'AMINO METHACRYLATE COPOLYMER', 'TALC', 'STEARIC ACID', 'SODIUM LAURYL SULFATE', 'COLLOIDAL ANHYDROUS SILICA']","[1356, 2442, 154, 399, 1216, 2515, 1217, 2402, 1308, 1335, 699, 941, 1399, 1792, 2515]","[nan, 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'CROSCARMELLOSE SODIUM', 'HYDROXYPROPYLCELLULOSE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM STEARYL FUMARATE', nan, 'HYPROMELLOSE', 'POLYETHYLENE GLYCOL', 'POLYMETHACRYLATES', 'TALC', 'STEARIC ACID', 'SODIUM LAURIL SULFATE', 'SILICON DIOXIDE, ANHYDROUS']"
1503,"['CAPSULE CONTENT:', 'ANHYDROUS LACTOSE', 'COLLOIDAL ANHYDROUS SILICA', 'SODIUM STARCH GLYCOLATE TYPE A', 'TARTARIC ACID', 'STEARIC ACID', 'CAPSULE SHELL:', 'GELATIN', 'TITANIUM DIOXIDE (E 171)', 'YELLOW IRON OXIDE (E 172)', 'RED IRON OXIDE (E 172)', 'WATER', 'PRINTING INK:', 'SHELLAC', 'BLACK IRON OXIDE (E 172)', 'POTASSIUM HYDROXIDE']","[815, 2124, 2515, 1497, 948, 1399, 483, 2474, 1417, 1956, 2562, 2725, 307, 2177, 725, 2107]","[nan, 'LACTOSE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM STARCH GLYCOLATE', 'TARTARIC ACID', 'STEARIC ACID', nan, 'GELATIN', 'TITANIUM DIOXIDE', 'IRON OXIDE', 'IRON OXIDE', 'WATER', 'PRINTING INK', 'SHELLAC', 'IRON OXIDE', 'POTASSIUM HYDROXIDE']"
1509,"['CAPSULE CONTENT:', 'ANHYDROUS LACTOSE', 'COLLOIDAL ANHYDROUS SILICA', 'SODIUM STARCH GLYCOLATE TYPE A', 'TARTARIC ACID', 'STEARIC ACID', 'CAPSULE SHELL:', 'GELATIN', 'TITANIUM DIOXIDE (E 171)', 'YELLOW IRON OXIDE (E 172)', 'RED IRON OXIDE (E 172)', 'WATER', 'PRINTING INK:', 'SHELLAC', 'BLACK IRON OXIDE (E 172)', 'POTASSIUM HYDROXIDE']","[815, 2124, 2515, 1497, 948, 1399, 483, 2474, 1417, 1956, 2562, 2725, 307, 2177, 725, 2107]","[nan, 'LACTOSE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM STARCH GLYCOLATE', 'TARTARIC ACID', 'STEARIC ACID', nan, 'GELATIN', 'TITANIUM DIOXIDE', 'IRON OXIDE', 'IRON OXIDE', 'WATER', 'PRINTING INK', 'SHELLAC', 'IRON OXIDE', 'POTASSIUM HYDROXIDE']"
1600,"['27', 'CAPSULE CONTENTS', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'CAPSULE SHELL', 'GELATIN', 'RED IRON OXIDE (E172)', 'TITANIUM DIOXIDE (E171)', 'SODIUM LAURYL SULPHATE', 'TALC', 'PRINTING INK', 'RED IRON OXIDE (E172)', 'YELLOW IRON OXIDE (E172)', 'INDIGO CARMINE (E132)', 'CARNAUBA WAX', 'BLEACHED SHELLAC', 'GLYCERYL MONOOLEATE']","[166, 1825, 2442, 834, 574, 2474, 1288, 20, 2575, 941, 2153, 1288, 2221, 2692, 1307, 2149, 83]","[nan, nan, 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', nan, 'GELATIN', 'IRON OXIDE', 'TITANIUM DIOXIDE', 'SODIUM LAURIL SULFATE', 'TALC', 'PRINTING INK', 'IRON OXIDE', 'IRON OXIDE', 'INDIGO CARMINE', 'CARNAUBA WAX', 'SHELLAC', 'GLYCEROL MONOOLEATE']"
174,"['TABLET CORE', 'PRE-GELATINISED STARCH (MAIZE)', 'MICROCRYSTALLINE CELLULOSE', 'POVIDONE', 'CROSPOVIDONE', 'MAGNESIUM STEARATE', 'COLLOIDAL ANHYDROUS SILICA', 'TABLET COAT', 'CARNAUBA WAX', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'TITANIUM DIOXIDE (E171)', 'GLYCEROL TRIACETATE', 'FD&C BLUE (E132)', 'IRON OXIDE YELLOW (E172)', 'MACROGOL']","[174, 2539, 154, 598, 839, 834, 2515, 1167, 1307, 2442, 1308, 20, 745, 2358, 1125, 761]","[nan, 'PREGELATINISED STARCH', 'MICROCRYSTALLINE CELLULOSE', 'POVIDONE', 'CROSPOVIDONE', 'MAGNESIUM STEARATE', 'SILICON DIOXIDE, ANHYDROUS', nan, 'CARNAUBA WAX', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'GLYCEROL TRIACETATE', 'INDIGO CARMINE', 'IRON OXIDE', 'POLYETHYLENE GLYCOL']"
653,"['CAPSULE CONTENTS', 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'COLLOIDAL SILICON DIOXIDE', '12', 'MEDICINAL PRODUCT NO LONGER AUTHORISED', 'MAGNESIUM STEARATE', 'CAPSULE SHELL', 'TITANIUM DIOXIDE (E171)', 'GELATIN', 'INK USED FOR IMPRINTING - BLACK S-1-17822/S-1-17823:', 'SHELLAC GLAZE-45%', 'IRON OXIDE BLACK', 'AMMONIUM HYDROXIDE']","[1825, 154, 1308, 1568, 1426, 395, 834, 574, 20, 2474, 2428, 46, 1670, 455]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'HYPROMELLOSE', 'SILICON DIOXIDE, ANHYDROUS', nan, nan, 'MAGNESIUM STEARATE', nan, 'TITANIUM DIOXIDE', 'GELATIN', 'PRINTING INK', 'SHELLAC', 'IRON OXIDE', 'AMMONIUM HYDROXIDE']"
1355,"['TABLET CORE', 'CELLULOSE MICROCRYSTALLINE', 'CROSCARMELLOSE SODIUM', 'MAGNESIUM STEARATE', 'POVIDONE (K-25)', 'SILICA', 'COLLOIDAL ANHYDROUS', 'FILM COAT', 'IRON OXIDE RED (E172)', 'IRON OXIDE YELLOW (E172)', 'LECITHIN (DERIVED FROM SOYA)', 'MACROGOL 3350', 'POLYVINYL ALCOHOL', 'PARTIALLY HYDROLYSED', 'TALC', 'TITANIUM DIOXIDE (E171)']","[174, 1467, 399, 834, 1457, 987, 1828, 1380, 2584, 1125, 735, 2650, 633, 254, 941, 20]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'CROSCARMELLOSE SODIUM', 'MAGNESIUM STEARATE', 'POVIDONE', 'SILICON DIOXIDE, ANHYDROUS', 'SILICON DIOXIDE, ANHYDROUS', nan, 'IRON OXIDE', 'IRON OXIDE', 'LECITHIN', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCHOL PART. HYDROLISED', 'TALC', 'TITANIUM DIOXIDE']"
1499,"['CAPSULE CONTENTS:', 'ANHYDROUS LACTOSE', 'COLLOIDAL ANHYDROUS SILICA', 'SODIUM STARCH GLYCOLATE TYPE A', 'TARTARIC ACID', 'STEARIC ACID', 'CAPSULE SHELL:', 'GELATIN', 'TITANIUM DIOXIDE (E 171)', 'YELLOW IRON OXIDE (E 172)', 'INDIGO CARMINE (E 132)', 'WATER', 'PRINTING INK:', 'SHELLAC', 'BLACK IRON OXIDE (E 172)', 'POTASSIUM HYDROXIDE']","[146, 2124, 2515, 1497, 948, 1399, 483, 2474, 1417, 1956, 1111, 2725, 307, 2177, 725, 2107]","[nan, 'LACTOSE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM STARCH GLYCOLATE', 'TARTARIC ACID', 'STEARIC ACID', nan, 'GELATIN', 'TITANIUM DIOXIDE', 'IRON OXIDE', 'INDIGO CARMINE', 'WATER', 'PRINTING INK', 'SHELLAC', 'IRON OXIDE', 'POTASSIUM HYDROXIDE']"
1505,"['CAPSULE CONTENTS:', 'ANHYDROUS LACTOSE', 'COLLOIDAL ANHYDROUS SILICA', 'SODIUM STARCH GLYCOLATE TYPE A', 'TARTARIC ACID', 'STEARIC ACID', 'CAPSULE SHELL:', 'GELATIN', 'TITANIUM DIOXIDE (E 171)', 'YELLOW IRON OXIDE (E 172)', 'INDIGO CARMINE (E 132)', 'WATER', 'PRINTING INK:', 'SHELLAC', 'BLACK IRON OXIDE (E 172)', 'POTASSIUM HYDROXIDE']","[146, 2124, 2515, 1497, 948, 1399, 483, 2474, 1417, 1956, 1111, 2725, 307, 2177, 725, 2107]","[nan, 'LACTOSE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM STARCH GLYCOLATE', 'TARTARIC ACID', 'STEARIC ACID', nan, 'GELATIN', 'TITANIUM DIOXIDE', 'IRON OXIDE', 'INDIGO CARMINE', 'WATER', 'PRINTING INK', 'SHELLAC', 'IRON OXIDE', 'POTASSIUM HYDROXIDE']"
1581,"['TABLET CORE', 'MICROCRYSTALLINE CELLULOSE (E460)', 'CROSCARMELLOSE SODIUM (E468)', 'SODIUM LAURILSULFATE (E487)', 'SILICA', 'COLLOIDAL ANHYDROUS (E551)', 'MAGNESIUM STEARATE (E470B)', 'TABLET FILM-COATING', 'POLYVINYL ALCOHOL (E1203)', 'TITANIUM DIOXIDE (E171)', 'POLYETHYLENE GLYCOL (E1521)', 'TALC (E553B)', 'IRON OXIDE YELLOW (E172)']","[174, 967, 792, 1818, 987, 937, 251, 2188, 1627, 20, 2265, 982, 1125]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'CROSCARMELLOSE SODIUM', 'SODIUM LAURIL SULFATE', 'SILICON DIOXIDE, ANHYDROUS', 'SILICON DIOXIDE, ANHYDROUS', 'MAGNESIUM STEARATE', nan, 'POLYVINYL ALCOHOL', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE']"
1284,"['TABLET CORE', 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'HYDROXYPROPYLCELLULOSE', 'CROSCARMELLOSE SODIUM', 'SILICA', 'COLLOIDAL HYDRATED', 'TABLET COATING', 'OPADRY II', 'YELLOW', '85F42129 CONTAINING:', 'POLYVINYL ALCOHOL', 'TITANIUM DIOXIDE (E171)', 'MACROGOLS 3350', 'TALC', 'IRON OXIDE YELLOW (E172)']","[174, 2442, 154, 834, 1474, 399, 987, 1471, 890, 1507, 2701, 539, 633, 20, 663, 941, 1125]","[nan, 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'HYDROXYPROPYLCELLULOSE', 'CROSCARMELLOSE SODIUM', 'SILICON DIOXIDE, HYDRATED', nan, 'OPADRY', 'IRON OXIDE', nan, 'POLYVINYL ALCOHOL', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE']"
1285,"['TABLET CORE', 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'HYDROXYPROPYLCELLULOSE', 'CROSCARMELLOSE SODIUM', 'SILICA', 'COLLOIDAL HYDRATED', 'TABLET COATING', 'OPADRY II', 'YELLOW', '85F42129 CONTAINING:', 'POLYVINYL ALCOHOL', 'TITANIUM DIOXIDE (E171)', 'MACROGOLS 3350', 'TALC', 'IRON OXIDE YELLOW (E172)']","[174, 2442, 154, 834, 1474, 399, 987, 1471, 890, 1507, 2701, 539, 633, 20, 663, 941, 1125]","[nan, 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'MAGNESIUM STEARATE', 'HYDROXYPROPYLCELLULOSE', 'CROSCARMELLOSE SODIUM', 'SILICON DIOXIDE, HYDRATED', nan, 'OPADRY', 'IRON OXIDE', nan, 'POLYVINYL ALCOHOL', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE']"
1149,"['TABLET CORE COPOVIDONE (E1208) CROSPOVIDONE (E1202) SODIUM CHLORIDE POTASSIUM CHLORIDE (E508) SODIUM HYDROGEN CARBONATE (E500) SILICA', 'COLLOIDAL ANHYDROUS (E551) MAGNESIUM STEARATE  MICROCRYSTALLINE CELLULOSE   FILM-COATING POLY(VINYL ALCOHOL) (E1203) TITANIUM DIOXIDE (E171) MACROGOL 4000 (E1521) TALC (E553B) YELLOW IRON OXIDE (E172)']","[1799, 863]","['COPOVIDONE', 'CROSPOVIDONE', 'SODIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM HYDROGEN CARBONATE', 'SILICON DIOXIDE, ANHYDROUS', 'MAGNESIUM STEARATE', 'MICROCRYSTALLINE CELLULOSE', 'POLYVINYL ALCOHOL', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE']"
1164,"['CAPSULE CONTENT', 'ETHANOL', 'VITAMIN E (E307) POLYETHYLENE GLYCOL SUCCINATE (TOCOFERSOLAN)', 'POLYSORBATE 40', 'MEDIUM-CHAIN TRIGLYCERIDES', 'CAPSULE SHELL', 'GELATIN', 'SORBITOL', 'GLYCERIN', 'PURIFIED WATER', 'TITANIUM DIOXIDE (E171)', 'IRON OXIDE', 'RED (E172)', 'IRON OXIDE', 'YELLOW (E172)', '15', 'PROCESSING AIDS', 'SOYA LECITHIN']","[2422, 1419, 538, 2198, 1108, 574, 2474, 2049, 1529, 1045, 20, 1746, 2695, 1746, 1830, 247, 1672, 557]","[nan, 'ETHANOL', 'VITAMIN E POLYETHYLENE GLYCOL SUCCINATE', 'POLYSORBATE', 'MEDIUM CHAIN TRIGLYCERIDES', nan, 'GELATIN', 'SORBITOL', 'GLYCEROL', 'WATER', 'TITANIUM DIOXIDE', 'IRON OXIDE', 'IRON OXIDE', 'IRON OXIDE', 'IRON OXIDE', nan, nan, 'LECITHIN']"
76,"['TABLET CORE', 'LACTOSE MONOHYDRATE', 'CELLULOSE MICROCRYSTALLINE (E460I)', 'SILICA COLLOIDAL ANHYDROUS (E551)', 'CROSCARMELLOSE SODIUM (E468)', 'MAGNESIUM STEARATE  (E470B)', 'FILM-COATING', 'POLYVINYL ALCOHOL (E1203)', 'MACROGOL 3350 (E1521)', 'TITANIUM DIOXIDE (E171)', 'TALC (E533B)', 'IRON OXIDE YELLOW (E172)', 'IRON OXIDE BLACK (E172)']","[174, 2442, 2684, 2071, 792, 179, 2402, 1627, 1066, 20, 670, 1125, 2196]","[nan, 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'SILICON DIOXIDE, ANHYDROUS', 'CROSCARMELLOSE SODIUM', 'MAGNESIUM STEARATE', nan, 'POLYVINYL ALCOHOL', 'POLYETHYLENE GLYCOL', 'TITANIUM DIOXIDE', 'TALC', 'IRON OXIDE', 'IRON OXIDE']"
852,"['TABLET CORE', 'MICROCRYSTALLINE CELLULOSE', 'HYDROXYPROPYLCELLULOSE', 'SODIUM LAURILSULFATE', 'CROSCARMELLOSE SODIUM', 'FERRIC OXIDE RED (E172)', 'MAGNESIUM STEARATE', 'SODIUM STEARYL FUMARATE', 'FILM COATING', 'POLY(VINYL ALCOHOL)', 'MACROGOL 3350', 'TITANIUM DIOXIDE (E171)', 'TALC', 'FERRIC OXIDE RED (E172)', 'FERRIC OXIDE YELLOW (E172)']","[174, 154, 1474, 2505, 399, 1578, 834, 1217, 2100, 2179, 2650, 20, 941, 1578, 2563]","[nan, 'MICROCRYSTALLINE CELLULOSE', 'HYDROXYPROPYLCELLULOSE', 'SODIUM LAURIL SULFATE', 'CROSCARMELLOSE SODIUM', 'IRON OXIDE', 'MAGNESIUM STEARATE', 'SODIUM STEARYL FUMARATE', nan, 'POLYVINYL ALCOHOL', 'POLYETHYLENE GLYCOL', 'TITANIUM DIOXIDE', 'TALC', 'IRON OXIDE', 'IRON OXIDE']"
1100,"['TABLET CORE', 'CROSCARMELLOSE SODIUM (E468)', 'HYPROMELLOSE ACETATE SUCCINATE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE (E470B)', 'MICROCRYSTALLINE CELLULOSE (E460)', 'SILICA', 'COLLOIDAL ANHYDROUS (E551)', 'FILM-COATING', 'CARNAUBA WAX (E903)', 'HYPROMELLOSE (E464)', 'LACTOSE MONOHYDRATE', 'TITANIUM DIOXIDE (E171)', 'TRIACETIN (E1518)']","[174, 792, 851, 2442, 251, 967, 987, 937, 2402, 521, 795, 2442, 20, 2032]","[nan, 'CROSCARMELLOSE SODIUM', 'HYPROMELLOSE ACETATE SUCCINATE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'MICROCRYSTALLINE CELLULOSE', 'SILICON DIOXIDE, ANHYDROUS', 'SILICON DIOXIDE, ANHYDROUS', nan, 'CARNAUBA WAX', 'HYPROMELLOSE', 'LACTOSE MONOHYDRATE', 'TITANIUM DIOXIDE', 'GLYCEROL TRIACETATE']"
1229,"['TABLET CORE', 'MANNITOL (E421)', 'MICROCRYSTALLINE CELLULOSE (E460)', 'CROSCARMELLOSE SODIUM (E468)', 'COPOVIDONE', 'MAGNESIUM STEARATE (E572)', 'POLOXAMER', 'FILM COAT', 'POLYVINYL ALCOHOL (E1203)', 'TITANIUM DIOXIDE (E171)', 'MACROGOL (E1521)', 'TALC (E553B)', 'IRON OXIDE YELLOW (E172)', 'IRON OXIDE BLACK (E172)', 'IRON OXIDE RED (E172)']","[174, 482, 967, 792, 631, 205, 2614, 1380, 1627, 20, 2730, 982, 1125, 2196, 2584]","[nan, 'MANNITOL', 'MICROCRYSTALLINE CELLULOSE', 'CROSCARMELLOSE SODIUM', 'COPOVIDONE', 'MAGNESIUM STEARATE', 'POLOXAMER', nan, 'POLYVINYL ALCOHOL', 'TITANIUM DIOXIDE', 'POLYETHYLENE GLYCOL', 'TALC', 'IRON OXIDE', 'IRON OXIDE', 'IRON OXIDE']"
439,"['CAPSULE CONTENT', 'SILICIFIED MICROCRYSTALLINE CELLULOSE', '19', 'MEDICINAL PRODUCT NO LONGER AUTHORISED', 'MAGNESIUM STEARATE', '250 MG CAPSULE SHELL', 'GELATIN', 'TITANIUM DIOXIDE (E171)', 'PRINTING INK', 'SHELLAC (E904)', 'PROPYLENE GLYCOL (E1520)', 'STRONG AMMONIA SOLUTION (E527)', 'POTASSIUM HYDROXIDE (E525)', 'BLACK IRON OXIDE (E172)']","[2422, 2735, 47, 395, 834, 2647, 2474, 20, 2153, 1770, 72, 2316, 1478, 2384]","[nan, 'SILICIFIED MICROCRYSTALLINE CELLULOSE', nan, nan, 'MAGNESIUM STEARATE', nan, 'GELATIN', 'TITANIUM DIOXIDE', 'PRINTING INK', 'SHELLAC', 'PROPYLENE GLYCOL', 'AMMONIA', 'POTASSIUM HYDROXIDE', 'IRON OXIDE']"
537,"['TABLET CORE', 'LACTOSE MONOHYDRATE', 'CELLULOSE', 'MICROCRYSTALLINE (E460)', 'CROSCARMELLOSE SODIUM (E468)', 'POVIDONE (E1201)', 'MAGNESIUM STEARATE (E572)', 'FILM COATING', 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE (E464)', 'TITANIUM DIOXIDE (E171)', 'TRIACETIN (E1518)', 'IRON OXIDE YELLOW (E172)', '16', 'MEDICINAL PRODUCT NO LONGER AUTHORISED']","[174, 2442, 1346, 2329, 792, 2047, 205, 2100, 2442, 795, 20, 2032, 1125, 2626, 395]","[nan, 'LACTOSE MONOHYDRATE', 'MICROCRYSTALLINE CELLULOSE', 'CROSCARMELLOSE SODIUM', 'POVIDONE', 'MAGNESIUM STEARATE', nan, 'LACTOSE MONOHYDRATE', 'HYPROMELLOSE', 'TITANIUM DIOXIDE', 'GLYCEROL TRIACETATE', 'IRON OXIDE', nan, nan]"
761,"['CAPSULE CONTENT', 'CALCIUM HYDROGEN PHOSPHATE DIHYDRATE', 'GLYCINE', 'SILICA', 'COLLOIDAL ANHYDROUS', 'MAGNESIUM STEARATE', 'CAPSULE SHELL', 'GELATIN', 'TITANIUM DIOXIDE (E171)', 'YELLOW IRON OXIDE (E172)', 'RED IRON OXIDE (E172)', 'PRINTING INK', 'SHELLAC (E904)', 'PROPYLENE GLYCOL (E1520)', 'BLACK IRON OXIDE (E172)', 'POTASSIUM HYDROXIDE']","[2422, 19, 2219, 987, 1828, 834, 574, 2474, 20, 2221, 1288, 2153, 1770, 72, 2384, 2107]","[nan, 'CALCIUM HYDROGEN PHOSPHATE DIHYDRATE', 'GLYCINE', 'SILICON DIOXIDE, ANHYDROUS', 'SILICON DIOXIDE, ANHYDROUS', 'MAGNESIUM STEARATE', nan, 'GELATIN', 'TITANIUM DIOXIDE', 'IRON OXIDE', 'IRON OXIDE', 'PRINTING INK', 'SHELLAC', 'PROPYLENE GLYCOL', 'IRON OXIDE', 'POTASSIUM HYDROXIDE']"
836,"['TABLET CORE', 'MICROCRYSTALLINE CELLULOSE (SILICIFIED)', 'CROSCARMELLOSE SODIUM', 'HYPROMELLOSE 2910 (15 MPA.S)', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'COLLOIDAL ANHYDROUS SILICA', 'SODIUM LAURILSULFATE', 'FILM-COAT', 'IRON OXIDE BLACK (E172)', 'IRON OXIDE RED (E172)', 'MACROGOL 3350', 'POLYVINYL ALCOHOL', 'TALC', 'TITANIUM DIOXIDE']","[174, 567, 399, 221, 2442, 834, 2515, 2505, 2726, 2196, 2584, 2650, 633, 941, 656]","[nan, 'SILICIFIED MICROCRYSTALLINE CELLULOSE', 'CROSCARMELLOSE SODIUM', 'HYPROMELLOSE', 'LACTOSE MONOHYDRATE', 'MAGNESIUM STEARATE', 'SILICON DIOXIDE, ANHYDROUS', 'SODIUM LAURIL SULFATE', nan, 'IRON OXIDE', 'IRON OXIDE', 'POLYETHYLENE GLYCOL', 'POLYVINYL ALCOHOL', 'TALC', 'TITANIUM DIOXIDE']"
