Column2,Column1,active_PSS,product,Substance_Name,Substance_Type,Molecular_Formula,Molecular_Weight,Inchikey,Comment,Created_Date,Last_Updated_Date,External_Code_XEVMPD,External_Code_SVG,External_Code_UNII,pss_inchi,IsomericSMILES
283,283,ATOSIBAN ACETATE,241,ATOSIBAN ACETATE,Chemical,C43H67N11O12S2.C2H4O2,,SVDWBHHCPXTODI-QIWYXCRTSA-N,,25/07/2019 11:55,18/12/2023 14:49,SUB00617MIG,1,0P5DNO7CEF,"InChI=1S/C43H67N11O12S2.C2H4O2/c1-5-23(3)35-41(63)53-36(24(4)55)42(64)50-29(20-32(45)56)38(60)51-30(43(65)54-17-8-10-31(54)40(62)49-27(9-7-16-44)37(59)47-21-33(46)57)22-68-67-18-15-34(58)48-28(39(61)52-35)19-25-11-13-26(14-12-25)66-6-2;1-2(3)4/h11-14,23-24,27-31,35-36,55H,5-10,15-22,44H2,1-4H3,(H2,45,56)(H2,46,57)(H,47,59)(H,48,58)(H,49,62)(H,50,64)(H,51,60)(H,52,61)(H,53,63);1H3,(H,3,4)/t23-,24+,27-,28+,29-,30-,31-,35-,36-;/m0./s1",CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSCCC(=O)N[C@@H](C(=O)N1)CC2=CC=C(C=C2)OCC)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(=O)N)CC(=O)N)[C@@H](C)O.CC(=O)O
284,284,FLUTICASONE FUROATE,242,FLUTICASONE FUROATE,Chemical,C27H29F3O6S,,XTULMSXFIHGYFS-VLSRWLAYSA-N,,25/07/2019 11:55,04/09/2023 10:28,SUB26593,1,JS86977WNV,"InChI=1S/C27H29F3O6S/c1-14-9-16-17-11-19(29)18-10-15(31)6-7-24(18,2)26(17,30)21(32)12-25(16,3)27(14,23(34)37-13-28)36-22(33)20-5-4-8-35-20/h4-8,10,14,16-17,19,21,32H,9,11-13H2,1-3H3/t14-,16+,17+,19+,21+,24+,25+,26+,27+/m1/s1",C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)SCF)OC(=O)C5=CC=CO5)C)O)F)C)F
285,285,TEMOZOLOMIDE,243,TEMOZOLOMIDE,Chemical,C6H6N6O2,,BPEGJWRSRHCHSN-UHFFFAOYSA-N,,25/07/2019 11:55,21/12/2023 10:12,SUB10889MIG,1,YF1K15M17Y,"InChI=1S/C6H6N6O2/c1-11-6(14)12-2-8-3(4(7)13)5(12)9-10-11/h2H,1H3,(H2,7,13)",CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
286,286,BORTEZOMIB MANNITOL BORONIC ESTER,244,,,,,QDMRNLRJDHCHLB-DNNBANOASA-N,,,,,,,"InChI=1S/C25H35BN4O8/c1-15(2)10-21(26-37-22(19(33)13-31)23(38-26)20(34)14-32)30-24(35)17(11-16-6-4-3-5-7-16)29-25(36)18-12-27-8-9-28-18/h3-9,12,15,17,19-23,31-34H,10-11,13-14H2,1-2H3,(H,29,36)(H,30,35)/t17-,19+,20+,21-,22+,23+/m0/s1",B1(O[C@@H]([C@H](O1)[C@@H](CO)O)[C@@H](CO)O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=NC=CN=C3
287,287,BORTEZOMIB MANNITOL BORONIC ESTER,245,,,,,QDMRNLRJDHCHLB-DNNBANOASA-N,,,,,,,"InChI=1S/C25H35BN4O8/c1-15(2)10-21(26-37-22(19(33)13-31)23(38-26)20(34)14-32)30-24(35)17(11-16-6-4-3-5-7-16)29-25(36)18-12-27-8-9-28-18/h3-9,12,15,17,19-23,31-34H,10-11,13-14H2,1-2H3,(H,29,36)(H,30,35)/t17-,19+,20+,21-,22+,23+/m0/s1",B1(O[C@@H]([C@H](O1)[C@@H](CO)O)[C@@H](CO)O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=NC=CN=C3
288,288,TRABECTEDIN,246,TRABECTEDIN,Chemical,C39H43N3O11S,,PKVRCIRHQMSYJX-AIFWHQITSA-N,,25/07/2019 11:55,21/12/2023 10:44,SUB20756,1,ID0YZQ2TCP,"InChI=1S/C39H43N3O11S/c1-16-9-20-10-22-37(46)42-23-13-50-38(47)39(21-12-25(48-5)24(44)11-19(21)7-8-40-39)14-54-36(30(42)29(41(22)4)26(20)31(45)32(16)49-6)28-27(23)35-34(51-15-52-35)17(2)33(28)53-18(3)43/h9,11-12,22-23,29-30,36-37,40,44-46H,7-8,10,13-15H2,1-6H3/t22-,23-,29+,30+,36+,37-,39+/m0/s1",CC1=CC2=C([C@@H]3[C@@H]4[C@H]5C6=C(C(=C7C(=C6[C@@H](N4[C@H]([C@H](C2)N3C)O)COC(=O)[C@@]8(CS5)C9=CC(=C(C=C9CCN8)O)OC)OCO7)C)OC(=O)C)C(=C1OC)O
289,289,5-AMINOLEVULINIC ACID HYDROCHLORIDE,247,5-AMINOLEVULINIC ACID HYDROCHLORIDE,Chemical,C5H9NO3.ClH,,ZLHFONARZHCSET-UHFFFAOYSA-N,,25/07/2019 11:55,12/09/2023 11:00,SUB21578,1,V35KBM8JGR,"InChI=1S/C5H9NO3.ClH/c6-3-4(7)1-2-5(8)9;/h1-3,6H2,(H,8,9);1H",C(CC(=O)O)C(=O)CN.Cl
290,290,EPTIFIBATIDE,248,EPTIFIBATIDE,Chemical,C35H49N11O9S2,,CZKPOZZJODAYPZ-LROMGURASA-N,,25/07/2019 11:55,07/09/2023 07:51,SUB12498MIG,1,NA8320J834,"InChI=1S/C35H49N11O9S2/c36-30(51)25-18-57-56-13-10-27(47)42-22(8-3-4-11-39-35(37)38)31(52)41-17-28(48)43-23(15-29(49)50)32(53)44-24(14-19-16-40-21-7-2-1-6-20(19)21)34(55)46-12-5-9-26(46)33(54)45-25/h1-2,6-7,16,22-26,40H,3-5,8-15,17-18H2,(H2,36,51)(H,41,52)(H,42,47)(H,43,48)(H,44,53)(H,45,54)(H,49,50)(H4,37,38,39)/t22-,23-,24-,25-,26-/m0/s1",C1C[C@H]2C(=O)N[C@@H](CSSCCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N
291,291,EPTIFIBATIDE,249,EPTIFIBATIDE,Chemical,C35H49N11O9S2,,CZKPOZZJODAYPZ-LROMGURASA-N,,25/07/2019 11:55,07/09/2023 07:51,SUB12498MIG,1,NA8320J834,"InChI=1S/C35H49N11O9S2/c36-30(51)25-18-57-56-13-10-27(47)42-22(8-3-4-11-39-35(37)38)31(52)41-17-28(48)43-23(15-29(49)50)32(53)44-24(14-19-16-40-21-7-2-1-6-20(19)21)34(55)46-12-5-9-26(46)33(54)45-25/h1-2,6-7,16,22-26,40H,3-5,8-15,17-18H2,(H2,36,51)(H,41,52)(H,42,47)(H,43,48)(H,44,53)(H,45,54)(H,49,50)(H4,37,38,39)/t22-,23-,24-,25-,26-/m0/s1",C1C[C@H]2C(=O)N[C@@H](CSSCCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N
292,292,AZILSARTAN MEDOXOMIL POTASSIUM,250,AZILSARTAN MEDOXOMIL POTASSIUM,Chemical,,,IHWFKDWIUSZLCJ-UHFFFAOYSA-M,Duplicate of 100000143392/SUB120181,25/07/2019 11:55,21/06/2023 12:12,SUB192961,0,,"InChI=1S/C30H24N4O8.K/c1-3-38-28-31-23-10-6-9-22(27(35)39-16-24-17(2)40-30(37)41-24)25(23)34(28)15-18-11-13-19(14-12-18)20-7-4-5-8-21(20)26-32-29(36)42-33-26;/h4-14H,3,15-16H2,1-2H3,(H,32,33,36);/q;+1/p-1",CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=N5)[O-])C(=O)OCC6=C(OC(=O)O6)C.[K+]
293,293,LURASIDONE HYDROCHLORIDE,251,LURASIDONE HYDROCHLORIDE,Chemical,C28H36N4O2S.ClH,,NEKCRUIRPWNMLK-SCIYSFAVSA-N,,25/07/2019 11:55,17/05/2023 13:29,SUB34204,1,O0P4I5851I,"InChI=1S/C28H36N4O2S.ClH/c33-27-24-18-9-10-19(15-18)25(24)28(34)32(27)17-21-6-2-1-5-20(21)16-30-11-13-31(14-12-30)26-22-7-3-4-8-23(22)35-29-26;/h3-4,7-8,18-21,24-25H,1-2,5-6,9-17H2;1H/t18-,19+,20-,21-,24+,25-;/m0./s1",C1CC[C@H]([C@@H](C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)[C@H]6[C@@H]7CC[C@@H](C7)[C@H]6C5=O.Cl
294,294,TEMOZOLOMIDE,252,TEMOZOLOMIDE,Chemical,C6H6N6O2,,BPEGJWRSRHCHSN-UHFFFAOYSA-N,,25/07/2019 11:55,21/12/2023 10:12,SUB10889MIG,1,YF1K15M17Y,"InChI=1S/C6H6N6O2/c1-11-6(14)12-2-8-3(4(7)13)5(12)9-10-11/h2H,1H3,(H2,7,13)",CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
295,295,PACLITAXEL,253,PACLITAXEL,Chemical,C47H51NO14,,RCINICONZNJXQF-MZXODVADSA-N,,25/07/2019 11:55,19/12/2023 11:19,SUB09583MIG,1,P88XT4IS4D,"InChI=1S/C47H51NO14/c1-25-31(60-43(56)36(52)35(28-16-10-7-11-17-28)48-41(54)29-18-12-8-13-19-29)23-47(57)40(61-42(55)30-20-14-9-15-21-30)38-45(6,32(51)22-33-46(38,24-58-33)62-27(3)50)39(53)37(59-26(2)49)34(25)44(47,4)5/h7-21,31-33,35-38,40,51-52,57H,22-24H2,1-6H3,(H,48,54)/t31-,32-,33+,35-,36+,37+,38-,40-,45+,46-,47+/m0/s1",CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
296,296,ESLICARBAZEPINE ACETATE,254,ESLICARBAZEPINE ACETATE,Chemical,C17H16N2O3,,QIALRBLEEWJACW-INIZCTEOSA-N,,25/07/2019 11:55,20/12/2023 11:52,SUB30424,1,BEA68ZVB2K,"InChI=1S/C17H16N2O3/c1-11(20)22-16-10-12-6-2-4-8-14(12)19(17(18)21)15-9-5-3-7-13(15)16/h2-9,16H,10H2,1H3,(H2,18,21)/t16-/m0/s1",CC(=O)O[C@H]1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N
297,297,ESLICARBAZEPINE ACETATE,255,ESLICARBAZEPINE ACETATE,Chemical,C17H16N2O3,,QIALRBLEEWJACW-INIZCTEOSA-N,,25/07/2019 11:55,20/12/2023 11:52,SUB30424,1,BEA68ZVB2K,"InChI=1S/C17H16N2O3/c1-11(20)22-16-10-12-6-2-4-8-14(12)19(17(18)21)15-9-5-3-7-13(15)16/h2-9,16H,10H2,1H3,(H2,18,21)/t16-/m0/s1",CC(=O)O[C@H]1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N
298,298,AZATHIOPRINE,256,AZATHIOPRINE,Chemical,C9H7N7O2S,,LMEKQMALGUDUQG-UHFFFAOYSA-N,,25/07/2019 11:55,18/12/2023 14:47,SUB05647MIG,1,MRK240IY2L,"InChI=1S/C9H7N7O2S/c1-15-4-14-7(16(17)18)9(15)19-8-5-6(11-2-10-5)12-3-13-8/h2-4H,1H3,(H,10,11,12,13)",CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-]
299,299,VERNAKALANT HYDROCHLORIDE,257,VERNAKALANT HYDROCHLORIDE,Chemical,C20H31NO4.ClH,,JMHYCBFEEFHTMK-IIUXMCBISA-N,,25/07/2019 11:55,19/06/2023 10:49,SUB30707,1,7G4J1ZD9UQ,"InChI=1S/C20H31NO4.ClH/c1-23-19-8-7-15(13-20(19)24-2)10-12-25-18-6-4-3-5-17(18)21-11-9-16(22)14-21;/h7-8,13,16-18,22H,3-6,9-12,14H2,1-2H3;1H/t16-,17-,18-;/m1./s1",COC1=C(C=C(C=C1)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O)OC.Cl
300,300,MIGLUSTAT,258,MIGLUSTAT,Chemical,C10H21NO4,,UQRORFVVSGFNRO-UTINFBMNSA-N,,25/07/2019 11:55,06/09/2023 14:51,SUB20049,1,ADN3S497AZ,"InChI=1S/C10H21NO4/c1-2-3-4-11-5-8(13)10(15)9(14)7(11)6-12/h7-10,12-15H,2-6H2,1H3/t7-,8+,9-,10-/m1/s1",CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O
301,301,IVABRADINE HYDROCHLORIDE,259,IVABRADINE HYDROCHLORIDE,Chemical,C27H36N2O5.ClH,,HLUKNZUABFFNQS-ZMBIFBSDSA-N,,25/07/2019 11:55,19/12/2023 13:40,SUB22933,1,TP19837BZK,"InChI=1S/C27H36N2O5.ClH/c1-28(17-21-11-20-14-25(33-4)26(34-5)16-22(20)21)8-6-9-29-10-7-18-12-23(31-2)24(32-3)13-19(18)15-27(29)30;/h12-14,16,21H,6-11,15,17H2,1-5H3;1H/t21-;/m1./s1",CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)C[C@H]3CC4=CC(=C(C=C34)OC)OC.Cl
302,302,VARDENAFIL HYDROCHLORIDE,260,VARDENAFIL HYDROCHLORIDE,Chemical,C23H32N6O4S.ClH,,XCMULUAPJXCOHI-UHFFFAOYSA-N,,25/07/2019 11:55,13/09/2023 11:57,SUB20775,1,IF61NL91H3,"InChI=1S/C23H32N6O4S.ClH/c1-5-8-20-24-16(4)21-23(30)25-22(26-29(20)21)18-15-17(9-10-19(18)33-7-3)34(31,32)28-13-11-27(6-2)12-14-28;/h9-10,15H,5-8,11-14H2,1-4H3,(H,25,26,30);1H",CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C.Cl
303,303,VARDENAFIL HYDROCHLORIDE,261,VARDENAFIL HYDROCHLORIDE,Chemical,C23H32N6O4S.ClH,,XCMULUAPJXCOHI-UHFFFAOYSA-N,,25/07/2019 11:55,13/09/2023 11:57,SUB20775,1,IF61NL91H3,"InChI=1S/C23H32N6O4S.ClH/c1-5-8-20-24-16(4)21-23(30)25-22(26-29(20)21)18-15-17(9-10-19(18)33-7-3)34(31,32)28-13-11-27(6-2)12-14-28;/h9-10,15H,5-8,11-14H2,1-4H3,(H,25,26,30);1H",CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C.Cl
304,304,CERITINIB,262,CERITINIB,Chemical,C28H36ClN5O3S,,VERWOWGGCGHDQE-UHFFFAOYSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB130802,1,K418KG2GET,"InChI=1S/C28H36ClN5O3S/c1-17(2)37-25-15-21(20-10-12-30-13-11-20)19(5)14-24(25)33-28-31-16-22(29)27(34-28)32-23-8-6-7-9-26(23)38(35,36)18(3)4/h6-9,14-18,20,30H,10-13H2,1-5H3,(H2,31,32,33,34)",CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl
305,305,CERITINIB,263,CERITINIB,Chemical,C28H36ClN5O3S,,VERWOWGGCGHDQE-UHFFFAOYSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB130802,1,K418KG2GET,"InChI=1S/C28H36ClN5O3S/c1-17(2)37-25-15-21(20-10-12-30-13-11-20)19(5)14-24(25)33-28-31-16-22(29)27(34-28)32-23-8-6-7-9-26(23)38(35,36)18(3)4/h6-9,14-18,20,30H,10-13H2,1-5H3,(H2,31,32,33,34)",CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl
306,306,CAFFEINE CITRATE,264,CAFFEINE CITRATE,Chemical,C8H10N4O2.C6H8O7,,RCQXSQPPHJPGOF-UHFFFAOYSA-N,,25/07/2019 11:55,12/09/2023 14:09,SUB13151MIG,1,U26EO4675Q,"InChI=1S/C8H10N4O2.C6H8O7/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2;7-3(8)1-6(13,5(11)12)2-4(9)10/h4H,1-3H3;13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",CN1C=NC2=C1C(=O)N(C(=O)N2C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
307,307,SOTORASIB,265,SOTORASIB,Chemical,C30H30F2N6O3,,NXQKSXLFSAEQCZ-SFHVURJKSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB197397,1,2B2VM6UC8G,"InChI=1S/C30H30F2N6O3/c1-6-23(40)36-12-13-37(18(5)15-36)28-19-14-21(32)26(24-20(31)8-7-9-22(24)39)34-29(19)38(30(41)35-28)27-17(4)10-11-33-25(27)16(2)3/h6-11,14,16,18,39H,1,12-13,15H2,2-5H3/t18-/m0/s1",C[C@H]1CN(CCN1C2=NC(=O)N(C3=NC(=C(C=C32)F)C4=C(C=CC=C4F)O)C5=C(C=CN=C5C(C)C)C)C(=O)C=C
308,308,ROTIGOTINE,266,ROTIGOTINE,Chemical,C19H25NOS,,KFQYTPMOWPVWEJ-INIZCTEOSA-N,,25/07/2019 11:55,28/12/2023 10:45,SUB21254,1,87T4T8BO2E,"InChI=1S/C19H25NOS/c1-2-11-20(12-10-17-6-4-13-22-17)16-8-9-18-15(14-16)5-3-7-19(18)21/h3-7,13,16,21H,2,8-12,14H2,1H3/t16-/m0/s1",CCCN(CCC1=CC=CS1)[C@H]2CCC3=C(C2)C=CC=C3O
309,309,TEMOZOLOMIDE,267,TEMOZOLOMIDE,Chemical,C6H6N6O2,,BPEGJWRSRHCHSN-UHFFFAOYSA-N,,25/07/2019 11:55,21/12/2023 10:12,SUB10889MIG,1,YF1K15M17Y,"InChI=1S/C6H6N6O2/c1-11-6(14)12-2-8-3(4(7)13)5(12)9-10-11/h2H,1H3,(H2,7,13)",CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
310,310,OLANZAPINE,268,OLANZAPINE,Chemical,C17H20N4S,,KVWDHTXUZHCGIO-UHFFFAOYSA-N,,25/07/2019 11:55,22/12/2023 11:50,SUB09426MIG,1,N7U69T4SZR,"InChI=1S/C17H20N4S/c1-12-11-13-16(21-9-7-20(2)8-10-21)18-14-5-3-4-6-15(14)19-17(13)22-12/h3-6,11,19H,7-10H2,1-2H3",CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
311,311,OLANZAPINE PAMOATE MONOHYDRATE,269,OLANZAPINE PAMOATE MONOHYDRATE,Chemical,C23H16O6.C17H20N4S.H2O,,ZIMCQJVMPKQQPB-UHFFFAOYSA-N,,25/07/2019 11:55,07/09/2023 12:41,SUB127033,1,X7S6Q4MHCB,"InChI=1S/C23H16O6.C17H20N4S.H2O/c24-20-16(14-7-3-1-5-12(14)9-18(20)22(26)27)11-17-15-8-4-2-6-13(15)10-19(21(17)25)23(28)29;1-12-11-13-16(21-9-7-20(2)8-10-21)18-14-5-3-4-6-15(14)19-17(13)22-12;/h1-10,24-25H,11H2,(H,26,27)(H,28,29);3-6,11,19H,7-10H2,1-2H3;1H2",CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O.O
312,312,ENTECAVIR MONOHYDRATE,270,ENTECAVIR MONOHYDRATE,Chemical,C12H15N5O3.H2O,,YXPVEXCTPGULBZ-WQYNNSOESA-N,,25/07/2019 11:55,13/06/2023 14:44,SUB25434,1,5968Y6H45M,"InChI=1S/C12H15N5O3.H2O/c1-5-6(3-18)8(19)2-7(5)17-4-14-9-10(17)15-12(13)16-11(9)20;/h4,6-8,18-19H,1-3H2,(H3,13,15,16,20);1H2/t6-,7-,8-;/m0./s1",C=C1[C@H](C[C@@H]([C@H]1CO)O)N2C=NC3=C2NC(=NC3=O)N.O
313,313,ENTECAVIR MONOHYDRATE,271,ENTECAVIR MONOHYDRATE,Chemical,C12H15N5O3.H2O,,YXPVEXCTPGULBZ-WQYNNSOESA-N,,25/07/2019 11:55,13/06/2023 14:44,SUB25434,1,5968Y6H45M,"InChI=1S/C12H15N5O3.H2O/c1-5-6(3-18)8(19)2-7(5)17-4-14-9-10(17)15-12(13)16-11(9)20;/h4,6-8,18-19H,1-3H2,(H3,13,15,16,20);1H2/t6-,7-,8-;/m0./s1",C=C1[C@H](C[C@@H]([C@H]1CO)O)N2C=NC3=C2NC(=NC3=O)N.O
314,314,IMATINIB MESILATE,272,IMATINIB MESILATE,Chemical,C29H31N7O.CH4O3S,,YLMAHDNUQAMNNX-UHFFFAOYSA-N,,25/07/2019 11:55,19/12/2023 06:17,SUB12517MIG,1,8A1O1M485B,"InChI=1S/C29H31N7O.CH4O3S/c1-21-5-10-25(18-27(21)34-29-31-13-11-26(33-29)24-4-3-12-30-19-24)32-28(37)23-8-6-22(7-9-23)20-36-16-14-35(2)15-17-36;1-5(2,3)4/h3-13,18-19H,14-17,20H2,1-2H3,(H,32,37)(H,31,33,34);1H3,(H,2,3,4)",CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O
315,315,IOFLUPANE (123I),273,IOFLUPANE (123I),Chemical,C18H23FINO2,,HXWLAJVUJSVENX-HFIFKADTSA-N,,25/07/2019 11:55,18/09/2023 08:32,SUB08221MIG,1,3MM99T8R5Q,"InChI=1S/C18H23FINO2/c1-23-18(22)17-15(12-3-5-13(20)6-4-12)11-14-7-8-16(17)21(14)10-2-9-19/h3-6,14-17H,2,7-11H2,1H3/t14-,15+,16+,17-/m0/s1/i20-4",COC(=O)[C@@H]1[C@H]2CC[C@H](N2CCCF)C[C@@H]1C3=CC=C(C=C3)[123I]
316,316,ATOSIBAN ACETATE,274,ATOSIBAN ACETATE,Chemical,C43H67N11O12S2.C2H4O2,,SVDWBHHCPXTODI-QIWYXCRTSA-N,,25/07/2019 11:55,18/12/2023 14:49,SUB00617MIG,1,0P5DNO7CEF,"InChI=1S/C43H67N11O12S2.C2H4O2/c1-5-23(3)35-41(63)53-36(24(4)55)42(64)50-29(20-32(45)56)38(60)51-30(43(65)54-17-8-10-31(54)40(62)49-27(9-7-16-44)37(59)47-21-33(46)57)22-68-67-18-15-34(58)48-28(39(61)52-35)19-25-11-13-26(14-12-25)66-6-2;1-2(3)4/h11-14,23-24,27-31,35-36,55H,5-10,15-22,44H2,1-4H3,(H2,45,56)(H2,46,57)(H,47,59)(H,48,58)(H,49,62)(H,50,64)(H,51,60)(H,52,61)(H,53,63);1H3,(H,3,4)/t23-,24+,27-,28+,29-,30-,31-,35-,36-;/m0./s1",CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSCCC(=O)N[C@@H](C(=O)N1)CC2=CC=C(C=C2)OCC)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(=O)N)CC(=O)N)[C@@H](C)O.CC(=O)O
317,317,CRISABOROLE,275,CRISABOROLE,Chemical,C14H10BNO3,,USZAGAREISWJDP-UHFFFAOYSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB188740,1,Q2R47HGR7P,"InChI=1S/C14H10BNO3/c16-8-10-1-3-12(4-2-10)19-13-5-6-14-11(7-13)9-18-15(14)17/h1-7,17H,9H2",B1(C2=C(CO1)C=C(C=C2)OC3=CC=C(C=C3)C#N)O
318,318,BRIVARACETAM,276,BRIVARACETAM,Chemical,C11H20N2O2,,MSYKRHVOOPPJKU-BDAKNGLRSA-N,,25/07/2019 11:55,07/09/2023 06:38,SUB25397,1,U863JGG2IA,"InChI=1S/C11H20N2O2/c1-3-5-8-6-10(14)13(7-8)9(4-2)11(12)15/h8-9H,3-7H2,1-2H3,(H2,12,15)/t8-,9+/m1/s1",CCC[C@@H]1CC(=O)N(C1)[C@@H](CC)C(=O)N
319,319,BRIVARACETAM,277,BRIVARACETAM,Chemical,C11H20N2O2,,MSYKRHVOOPPJKU-BDAKNGLRSA-N,,25/07/2019 11:55,07/09/2023 06:38,SUB25397,1,U863JGG2IA,"InChI=1S/C11H20N2O2/c1-3-5-8-6-10(14)13(7-8)9(4-2)11(12)15/h8-9H,3-7H2,1-2H3,(H2,12,15)/t8-,9+/m1/s1",CCC[C@@H]1CC(=O)N(C1)[C@@H](CC)C(=O)N
320,320,BRIVARACETAM,278,BRIVARACETAM,Chemical,C11H20N2O2,,MSYKRHVOOPPJKU-BDAKNGLRSA-N,,25/07/2019 11:55,07/09/2023 06:38,SUB25397,1,U863JGG2IA,"InChI=1S/C11H20N2O2/c1-3-5-8-6-10(14)13(7-8)9(4-2)11(12)15/h8-9H,3-7H2,1-2H3,(H2,12,15)/t8-,9+/m1/s1",CCC[C@@H]1CC(=O)N(C1)[C@@H](CC)C(=O)N
321,321,BEXAROTENE,279,BEXAROTENE,Chemical,C24H28O2,,NAVMQTYZDKMPEU-UHFFFAOYSA-N,,25/07/2019 11:55,14/09/2023 08:09,SUB00795MIG,1,A61RXM4375,"InChI=1S/C24H28O2/c1-15-13-20-21(24(5,6)12-11-23(20,3)4)14-19(15)16(2)17-7-9-18(10-8-17)22(25)26/h7-10,13-14H,2,11-12H2,1,3-6H3,(H,25,26)",CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
322,322,ZOLEDRONIC ACID MONOHYDRATE,280,ZOLEDRONIC ACID MONOHYDRATE,Chemical,C5H10N2O7P2.H2O,,FUXFIVRTGHOMSO-UHFFFAOYSA-N,,25/07/2019 11:55,21/12/2023 11:24,SUB21645,1,6XC1PAD3KF,"InChI=1S/C5H10N2O7P2.H2O/c8-5(15(9,10)11,16(12,13)14)3-7-2-1-6-4-7;/h1-2,4,8H,3H2,(H2,9,10,11)(H2,12,13,14);1H2",C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O.O
323,323,REPAGLINIDE,281,REPAGLINIDE,Chemical,C27H36N2O4,,FAEKWTJYAYMJKF-QHCPKHFHSA-N,,25/07/2019 11:55,20/12/2023 11:11,SUB10280MIG,1,668Z8C33LU,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)/t23-/m0/s1",CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
324,324,EFAVIRENZ,282,EFAVIRENZ,Chemical,C14H9ClF3NO2,,XPOQHMRABVBWPR-ZDUSSCGKSA-N,,25/07/2019 11:55,20/12/2023 12:12,SUB06463MIG,1,JE6H2O27P8,"InChI=1S/C14H9ClF3NO2/c15-9-3-4-11-10(7-9)13(14(16,17)18,21-12(20)19-11)6-5-8-1-2-8/h3-4,7-8H,1-2H2,(H,19,20)/t13-/m0/s1",C1CC1C#C[C@]2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F
