,Value_x,Value_z
2217,BLANK,COPALIA HCT 10 MG/160 MG/25 MG FILM-COATED TABLETS
2218,BLANK,COPALIA HCT 10 MG/320 MG/25 MG FILM-COATED TABLETS
2219,BLANK,COPALIA HCT 5 MG/160 MG/12.5 MG FILM-COATED TABLETS
2220,BLANK,COPALIA HCT 5 MG/160 MG/25 MG FILM-COATED TABLETS
2221,BLANK,CORE
2222,BLANK,CORE GRANULES
2223,BLANK,CORE TABLET
2225,BLANK,CORE:
2226,BLANK,DAFIRO 10 MG/160 MG FILM-COATED TABLETS
2227,BLANK,DAFIRO 5 MG/160 MG FILM-COATED TABLETS
2228,BLANK,DAFIRO 5 MG/80 MG FILM-COATED TABLETS
2229,BLANK,DAFIRO HCT 10 MG/160 MG/12.5 MG FILM-COATED TABLETS
2230,BLANK,DAFIRO HCT 10 MG/320 MG/25 MG FILM-COATED TABLETS
2231,BLANK,DAFIRO HCT 5 MG/160 MG/12.5 MG FILM-COATED TABLETS
2232,BLANK,DAFIRO HCT 5 MG/160 MG/25 MG FILM-COATED TABLETS
2233,BLANK,DILUTE
2234,BLANK,DILUTED
2235,BLANK,EACH TABLET CONTAINS THE FOLLOWING EXCIPIENTS:
2236,BLANK,EBILFUMIN 30 MG HARD CAPSULES
2237,BLANK,EBILFUMIN 75 MG HARD CAPSULES
2238,BLANK,EBYMECT 5 MG/1
2239,BLANK,EBYMECT 5 MG/850 MG FILM-COATED TABLETS
2240,BLANK,ECANSYA 150 MG FILM-COATED TABLETS
2241,BLANK,ECANSYA 300 MG FILM-COATED TABLETS
2242,BLANK,ECANSYA 500 MG FILM-COATED TABLETS
2243,BLANK,EFMODY 10 MG MODIFIED-RELEASE HARD CAPSULES (WHITE/GREEN)
2244,BLANK,EFMODY 20 MG MODIFIED-RELEASE HARD CAPSULES (WHITE/ORANGE)
2245,BLANK,ENTECAVIR ACCORD 0.5 MG FILM-COATED TABLETS
2246,BLANK,ENTECAVIR ACCORD 1 MG FILM-COATED TABLETS
2247,BLANK,ENTRESTO 24 MG/26 MG FILM-COATED TABLETS
2248,BLANK,ENTRESTO 49 MG/51 MG FILM-COATED TABLETS
2249,BLANK,ENTRESTO 97 MG/103 MG FILM-COATED TABLETS
2250,BLANK,EXCIPIENTS FOR ALL RANOLAZINE PROLONGED-RELEASE TABLETS:
2251,BLANK,EXFORGE 10 MG/160 MG FILM-COATED TABLETS
2252,BLANK,EXFORGE 5 MG/160 MG FILM-COATED TABLETS
2253,BLANK,EXFORGE 5 MG/80 MG FILM-COATED TABLETS
2254,BLANK,EXFORGE HCT 10 MG/160 MG/12.5 MG FILM-COATED TABLETS
2255,BLANK,EXFORGE HCT 10 MG/160 MG/25 MG FILM-COATED TABLETS
2256,BLANK,EXFORGE HCT 10 MG/320 MG/25 MG FILM-COATED TABLETS
2257,BLANK,EXFORGE HCT 5 MG/160 MG/12.5 MG FILM-COATED TABLETS
2258,BLANK,EXFORGE HCT 5 MG/160 MG/25 MG FILM-COATED TABLETS
2259,BLANK,FARYDAK 10 MG HARD CAPSULES
2260,BLANK,FARYDAK 15 MG HARD CAPSULES
2261,BLANK,FARYDAK 20 MG HARD CAPSULES
2262,BLANK,FILM COAT
2263,BLANK,FILM COAT (CONTAINING LACTOSE MONOHYDRATE
2264,BLANK,FILM COAT:
2265,BLANK,FILM COATING
2266,BLANK,FILM COATING (100 MG)
2267,BLANK,FILM COATING (50 MG AND 200 MG)
2270,BLANK,FILM COATING (OPADRY PINK OY-L-24803):
2271,BLANK,FILM COATING:
2272,BLANK,FILM COATING: HYPROMELLOSE (E464)
2273,BLANK,FILM-COAT
2274,BLANK,FILM-COAT:
2275,BLANK,FILM-COATED TABLET CONTENTS: MICROCRYSTALLINE CELLULOSE POVIDONE K 25 CROSPOVIDONE SILICA COLLOIDAL MAGNESIUM STEARATE COATING:  HYPROMELLOSE (E464) TITANIUM DIOXIDE (E171) MACROGOL
2277,BLANK,FILM-COATED TABLETS
2278,BLANK,FILM-COATING
2279,BLANK,FILM-COATING FOR
2280,BLANK,FILM-COATING OF 50/12.5/200 MG
2281,BLANK,FILM-COATING OF 75/18.75/200 MG
2282,BLANK,FILM-COATING:
2283,BLANK,FOTIVDA 1340 MICROGRAM HARD CAPSULES
2284,BLANK,FOTIVDA 890 MICROGRAM HARD CAPSULES
2285,BLANK,FYCOMPA 10 MG FILM-COATED TABLETS
2286,BLANK,FYCOMPA 2 MG
2287,BLANK,FYCOMPA 2 MG FILM-COATED TABLETS
2288,BLANK,FYCOMPA 4 MG FILM-COATED TABLETS
2289,BLANK,FYCOMPA 6 MG
2290,BLANK,FYCOMPA 6 MG FILM-COATED TABLETS
2291,BLANK,FYCOMPA 8 MG FILM-COATED TABLETS
2292,BLANK,GLYXAMBI 10 MG/5 MG FILM-COATED TABLETS
2293,BLANK,GLYXAMBI 25 MG/5 MG FILM-COATED TABLETS
2294,BLANK,HARD
2295,BLANK,HARD CAPSULE CONTENT
2296,BLANK,HARD CAPSULE CORE
2297,BLANK,HARD CAPSULE SHELL
2298,BLANK,HARD CAPSULES
2300,BLANK,Α-(2-[1
2301,BLANK,IFIRMACOMBI 150 MG/12.5 MG AND 300 MG/25 MG FILM-COATED TABLETS
2302,BLANK,IFIRMACOMBI 300 MG/12.5 MG FILM-COATED TABLETS
2305,BLANK,IMATINIB MEDAC 100 MG HARD CAPSULES
2306,BLANK,IMATINIB MEDAC 400 MG HARD CAPSULES
2307,BLANK,IMBRUVICA 140 MG FILM-COATED TABLETS AND IMBRUVICA 420 MG FILM-COATED TABLETS
2308,BLANK,IMBRUVICA 280 MG FILM-COATED TABLETS
2309,BLANK,IMBRUVICA 560 MG FILM-COATED TABLETS
2310,BLANK,IMMEDIATE-RELEASE LAYER
2311,BLANK,IMNOVID 1 MG HARD CAPSULES
2312,BLANK,IMNOVID 2 MG HARD CAPSULES
2313,BLANK,IMNOVID 3 MG HARD CAPSULES
2314,BLANK,IMNOVID 4 MG HARD CAPSULES
2315,BLANK,IMPRINTING INK
2316,BLANK,IMPRINTING INK:
2317,BLANK,INTELENCE 100 MG TABLETS
2318,BLANK,INTELENCE 200 MG TABLETS
2319,BLANK,INTELENCE 25 MG TABLETS
2320,BLANK,INVOKANA 100 MG FILM-COATED TABLETS
2321,BLANK,INVOKANA 300 MG FILM-COATED TABLETS
2322,BLANK,JENTADUETO 2.5 MG/1
2323,BLANK,JENTADUETO 2.5 MG/850 MG FILM-COATED TABLETS
2324,BLANK,JORVEZA 0.5 MG AND 1 MG ORODISPERSIBLE TABLETS
2325,BLANK,KERENDIA 10 MG FILM-COATED TABLETS
2326,BLANK,KERENDIA 20 MG FILM-COATED TABLETS
2327,BLANK,KOMBOGLYZE 2.5 MG/1
2328,BLANK,KOMBOGLYZE 2.5 MG/850 MG FILM-COATED TABLETS
2329,BLANK,KOSELUGO 10 MG HARD CAPSULES
2330,BLANK,KOSELUGO 25 MG HARD CAPSULES
2331,BLANK,LACOSAMIDE ACCORD 100 MG FILM-COATED TABLETS
2332,BLANK,LACOSAMIDE ACCORD 150 MG FILM-COATED TABLETS
2333,BLANK,LACOSAMIDE ACCORD 200 MG FILM-COATED TABLETS
2334,BLANK,LACOSAMIDE ACCORD 50 MG FILM-COATED TABLETS
2336,BLANK,LACOSAMIDE UCB 100 MG FILM-COATED TABLETS: YELLOW IRON OXIDE (E172)
2337,BLANK,LACOSAMIDE UCB 150 MG FILM-COATED TABLETS: YELLOW IRON OXIDE (E172)
2339,BLANK,LACOSAMIDE UCB 200 MG FILM-COATED TABLETS: INDIGO CARMINE ALUMINIUM LAKE (E132)
2341,BLANK,LENALIDOMIDE ACCORD 10 MG AND LENALIDOMIDE ACCORD 20 MG HARD CAPSULES
2342,BLANK,LENALIDOMIDE ACCORD 15 MG HARD CAPSULES
2343,BLANK,LENALIDOMIDE ACCORD 2.5 MG HARD CAPSULES
2344,BLANK,LENALIDOMIDE ACCORD 5 MG AND LENALIDOMIDE ACCORD 25 MG HARD CAPSULES
2345,BLANK,LENALIDOMIDE ACCORD 7.5 MG HARD CAPSULES
2346,BLANK,LENALIDOMIDE KRKA 10 MG HARD CAPSULES
2347,BLANK,LENALIDOMIDE KRKA 15 MG HARD CAPSULES
2348,BLANK,LENALIDOMIDE KRKA 2.5 MG HARD CAPSULES
2349,BLANK,LENALIDOMIDE KRKA 20 MG HARD CAPSULES
2350,BLANK,LENALIDOMIDE KRKA 25 MG HARD CAPSULES
2351,BLANK,LENALIDOMIDE KRKA 5 MG HARD CAPSULES
2352,BLANK,LENALIDOMIDE KRKA 7.5 MG HARD CAPSULES
2360,BLANK,LENALIDOMIDE KRKA D.D. NOVO MESTO 10 MG HARD CAPSULES
2361,BLANK,LENALIDOMIDE KRKA D.D. NOVO MESTO 15 MG HARD CAPSULES
2362,BLANK,LENALIDOMIDE KRKA D.D. NOVO MESTO 2.5 MG HARD CAPSULES
2363,BLANK,LENALIDOMIDE KRKA D.D. NOVO MESTO 20 MG HARD CAPSULES
2364,BLANK,LENALIDOMIDE KRKA D.D. NOVO MESTO 25 MG HARD CAPSULES
2365,BLANK,LENALIDOMIDE KRKA D.D. NOVO MESTO 5 MG HARD CAPSULES
2366,BLANK,LENALIDOMIDE KRKA D.D. NOVO MESTO 7.5 MG HARD CAPSULES
2367,BLANK,LENALIDOMIDE MYLAN 10 MG HARD CAPSULES
2368,BLANK,LENALIDOMIDE MYLAN 15 MG HARD CAPSULES LENALIDOMIDE MYLAN 20 MG HARD CAPSULES
2369,BLANK,LENALIDOMIDE MYLAN 2.5 MG HARD CAPSULES AND LENALIDOMIDE MYLAN 20 MG HARD CAPSULES
2370,BLANK,LENALIDOMIDE MYLAN 2.5 MG HARD CAPSULES LENALIDOMIDE MYLAN 5 MG HARD CAPSULES LENALIDOMIDE
2371,BLANK,LENALIDOMIDE MYLAN 5 MG HARD CAPSULES LENALIDOMIDE MYLAN 15 MG HARD CAPSULES LENALIDOMIDE
2372,BLANK,LENALIDOMIDE MYLAN 7.5 MG HARD CAPSULES
2373,BLANK,LEVETIRACETAM ACTAVIS 1000 MG FILM-COATED TABLETS
2374,BLANK,LEVETIRACETAM ACTAVIS 250 MG FILM-COATED TABLETS
2375,BLANK,LEVETIRACETAM ACTAVIS 500 MG FILM-COATED TABLETS
2376,BLANK,LEVETIRACETAM RATIOPHARM 1000 MG FILM-COATED TABLETS
2377,BLANK,LEVETIRACETAM RATIOPHARM 250 MG FILM-COATED TABLETS
2378,BLANK,LEVETIRACETAM RATIOPHARM 500 MG FILM-COATED TABLETS
2379,BLANK,LEVETIRACETAM RATIOPHARM 750 MG FILM-COATED TABLETS
2380,BLANK,LEVETIRACETAM TEVA 1000 MG FILM-COATED TABLETS
2381,BLANK,LEVETIRACETAM TEVA 250 MG FILM-COATED TABLETS
2382,BLANK,LEVETIRACETAM TEVA 500 MG FILM-COATED TABLETS
2383,BLANK,LEVETIRACETAM TEVA 750 MG FILM-COATED TABLETS
2384,BLANK,LIXIANA 15 MG FILM-COATED TABLETS
2385,BLANK,LIXIANA 30 MG FILM-COATED TABLETS
2386,BLANK,LIXIANA 60 MG FILM-COATED TABLETS
2387,BLANK,LOJUXTA 20 MG HARD CAPSULES
2388,BLANK,LOJUXTA 30 MG HARD CAPSULES
2389,BLANK,LOJUXTA 40 MG
2390,BLANK,LONSURF 15 MG/6.14 MG FILM-COATED TABLETS
2391,BLANK,LONSURF 20 MG/8.19 MG FILM-COATED TABLETS
2393,BLANK,LOW SUBSTITUTED
2394,BLANK,MATEVER 1000 MG FILM-COATED TABLETS
2395,BLANK,MATEVER 250 MG FILM-COATED TABLETS
2396,BLANK,MATEVER 500 MG FILM-COATED TABLETS
2397,BLANK,MATEVER 750 MG FILM-COATED TABLETS
2398,BLANK,MATRIX
2399,BLANK,MATRIX LAYER
2400,BLANK,MAYZENT 0.25 MG FILM-COATED TABLETS
2401,BLANK,MAYZENT 1 MG FILM-COATED TABLETS
2402,BLANK,MAYZENT 2 MG FILM-COATED TABLETS
2403,BLANK,MEDICINAL PRODUCT MATRIX
2404,BLANK,MEDICINAL PRODUCT NO LONGER AUTHORISED
2405,BLANK,MEDICINAL PRODUCT NO LONGER AUTHORISEDCROSPOVIDONE (E1202)
2406,BLANK,MEDICINAL PRODUCT NO LONGER AUTHORISEDETHANOL
2407,BLANK,MEDICINAL PRODUCT NO LONGER AUTHORISEDMACROGOL
2408,BLANK,MEDICINAL PRODUCT NO LONGER AUTHORISEDSHELLAC
2409,BLANK,MIMPARA 1 MG GRANULES IN CAPSULES FOR OPENING
2410,BLANK,MIMPARA 2.5 MG GRANULES IN CAPSULES FOR OPENING
2411,BLANK,MIMPARA 5 MG GRANULES IN CAPSULES FOR OPENING
2412,BLANK,NEPARVIS 24 MG/26 MG FILM-COATED TABLETS
2413,BLANK,NEPARVIS 49 MG/51 MG FILM-COATED TABLETS
2414,BLANK,NEPARVIS 97 MG/103 MG FILM-COATED TABLETS
2415,BLANK,NETUPITANT TABLETS
2416,BLANK,NIMVASTID 1.5 MG HARD CAPSULES
2417,BLANK,NIMVASTID 3 MG HARD CAPSULES
2418,BLANK,NIMVASTID 4.5 MG HARD CAPSULES
2419,BLANK,NIMVASTID 6 MG HARD CAPSULES
2420,BLANK,NINLARO 2.3 MG HARD CAPSULES
2421,BLANK,NINLARO 3 MG HARD CAPSULES
2422,BLANK,NINLARO 4 MG HARD CAPSULES
2423,BLANK,NIRMATRELVIR FILM-COATED TABLETS
2425,BLANK,NODETRIP 30 MG
2426,BLANK,NODETRIP 60 MG
2427,BLANK,NONE
2428,BLANK,NONE.
2429,BLANK,VENCLYXTO 10 MG FILM-COATED TABLETS
2430,BLANK,VENCLYXTO 100 MG FILM-COATED TABLETS
2431,BLANK,VENCLYXTO 50 MG FILM-COATED TABLETS
2432,BLANK,VERSETAMIDE
2433,BLANK,VERZENIOS 100 MG FILM-COATED TABLETS
2434,BLANK,VERZENIOS 150 MG FILM-COATED TABLETS
2435,BLANK,VERZENIOS 50 MG FILM-COATED TABLETS
2436,BLANK,VIAL 1 - DOXORUBICIN HCL
2437,BLANK,VIAL 2 - LIPOSOMES
2438,BLANK,VIAL 3 - BUFFER
2439,BLANK,VIMPAT 100 MG FILM-COATED TABLETS: YELLOW IRON OXIDE (E172)
2441,BLANK,VIMPAT 150 MG FILM-COATED TABLETS: YELLOW IRON OXIDE (E172)
2443,BLANK,VIMPAT 200 MG FILM-COATED TABLETS: INDIGO CARMINE ALUMINIUM LAKE (E132)
2445,BLANK,VIMPAT 50 MG FILM-COATED TABLETS: RED IRON OXIDE (E172)
2522,BLANK,-
2523,BLANK,(IN 1 MG
2524,BLANK,(IN 2 MG AND 2.5 MG TABLETS ONLY)
2525,BLANK,0.25 MG CAPSULE SHELL
2527,BLANK,0.5 MG AND 1 MG TABLETS
2528,BLANK,0.5 MG TABLET
2529,BLANK,000 AND 2
2530,BLANK,000 MG FILM-COATED TABLETS
2532,BLANK,000 MG FILM-COATING TABLETS
2533,BLANK,000 MG/2.5 MG/5 MG MODIFIED-RELEASE TABLETS
2534,BLANK,000 MICROGRAM FILM-COATED TABLET
2537,BLANK,1 MG CAPSULE SHELL
2538,BLANK,1 MG TABLET
2539,BLANK,1.5 MG
2540,BLANK,10 MG
2541,BLANK,10 MG HARD CAPSULES
2542,BLANK,10 MG TABLET
2543,BLANK,100 MG
2544,BLANK,100 MG HARD CAPSULES
2545,BLANK,100 MG ORODISPERSIBLE TABLETS
2547,BLANK,100/25/200 MG AND 150/37.5/200 MG:
2548,BLANK,100MG HARD CAPSULES
2549,BLANK,12 MG
2550,BLANK,12 MG FILM-COATED TABLETS
2551,BLANK,12.5 MG/30 MG
2552,BLANK,125/31.25/200 MG
2554,BLANK,14 MG FILM-COATED TABLETS
2555,BLANK,140 MG HARD CAPSULES
2556,BLANK,140MG HARD CAPSULES
2557,BLANK,15 AND 20 MG FILM-COATED TABLETS
2558,BLANK,150 MG AND 200 MG FILM-COATED TABLETS
2559,BLANK,150 MG HARD CAPSULES
2560,BLANK,150 MG/12.5 MG AND 300 MG/12.5 MG STRENGTHS:
2563,BLANK,175/43.75/200 MG AND 200/50/200 MG:
2564,BLANK,180 MG HARD CAPSULES
2565,BLANK,180MG HARD CAPSULES
2567,BLANK,2 MG AND 2.5 MG TABLETS ONLY)
2568,BLANK,20 MG HARD CAPSULES
2569,BLANK,200 MG
2570,BLANK,200 MG AND 300 MG FILM-COATED TABLETS ONLY)
2571,BLANK,200 MG HARD CAPSULES
2573,BLANK,200 MICROGRAM FILM-COATED TABLET
2574,BLANK,20MG HARD CAPSULES
2575,BLANK,225 MG
2576,BLANK,225 MG HARD CAPSULES
2577,BLANK,25 MG AND 100 MG FILM-COATED TABLETS
2578,BLANK,25 MG HARD CAPSULES
2579,BLANK,25 MG/30 MG
2580,BLANK,25 MG/45 MG
2581,BLANK,250 MG CAPSULE SHELL
2582,BLANK,250MG HARD CAPSULES
2583,BLANK,267 MG FILM-COATED TABLET
2584,BLANK,267 MG TABLET
2585,BLANK,3 MG AND 4 MG PROLONGED-RELEASE TABLETS ALSO INCLUDE:
2586,BLANK,3 MG AND 6 MG CAPSULES)
2587,BLANK,30 MG CAPSULES
2589,BLANK,300 MG HARD CAPSULES
2592,BLANK,37.5 MG HARD CAPSULES
2593,BLANK,4 MG FILM-COATED TABLETS
2594,BLANK,4.5 MG AND 6 MG HARD CAPSULES
2595,BLANK,40 AND 50 MG FILM-COATED TABLETS
2596,BLANK,400 MG TABLETS:
2597,BLANK,400 MICROGRAM FILM-COATED TABLET
2598,BLANK,5 MG
2600,BLANK,5 MG HARD CAPSULES
2601,BLANK,5 MG TABLET
2602,BLANK,50 MG
2604,BLANK,50 MG FILM-COATED TABLETS
2605,BLANK,50 MG HARD CAPSULES
2607,BLANK,500 MG
2608,BLANK,534 MG FILM-COATED TABLET
2609,BLANK,534 MG TABLET
2610,BLANK,6 MG
2611,BLANK,6 MPA.S
2612,BLANK,60 MG CAPSULES
2613,BLANK,60 MG HARD CAPSULES
2614,BLANK,60 MG:
2615,BLANK,600 MICROGRAM FILM-COATED TABLET
2616,BLANK,7 MG FILM-COATED TABLETS
2617,BLANK,7.5 MG AND 10 MG COATED TABLETS
2618,BLANK,750 MG
2619,BLANK,8 MG
2620,BLANK,801 MG FILM-COATED TABLET
2621,BLANK,801 MG TABLET
2622,BLANK,85F42129 CONTAINING:
2623,BLANK,9 MG
2625,BLANK,−
2626,BLANK,•
2627,BLANK,ABILIFY 10 MG ORODISPERSIBLE TABLETS
2628,BLANK,ABILIFY 10 MG TABLETS
2629,BLANK,ABILIFY 15 MG ORODISPERSIBLE TABLETS
2630,BLANK,ABILIFY 15 MG TABLETS
2631,BLANK,ABILIFY 30 MG ORODISPERSIBLE TABLETS
2632,BLANK,ABILIFY 30 MG TABLETS
2633,BLANK,ABIRATERONE MYLAN 500 MG FILM-COATED TABLETS
2636,BLANK,ADDITIONAL EXCIPIENTS FOR 750 MG TABLET:
2637,BLANK,ADDITIONAL FOR 10 MG FILM-COATED TABLETS:
2639,BLANK,ADDITIONAL FOR 15 MG AND 20 MG FILM-COATED TABLETS:
2643,BLANK,ADHESIVE MATRIX
2644,BLANK,BLACK)
2645,BLANK,BODY
2646,BLANK,BODY:
2647,BLANK,BOSULIF 100 MG FILM-COATED TABLETS
2648,BLANK,BOSULIF 400 MG FILM-COATED TABLETS
2649,BLANK,BOSULIF 500 MG FILM-COATED TABLETS
2650,BLANK,BOTTOM HOUSING ASSEMBLY:
2651,BLANK,RAPAMUNE 0.5 MG COATED TABLETS
2652,BLANK,RAPAMUNE 1 MG COATED TABLETS
2653,BLANK,RAPAMUNE 2 MG COATED TABLETS
2654,BLANK,RASILEZ HCT 150 MG/12.5 MG FILM-COATED TABLETS
2655,BLANK,RASILEZ HCT 150 MG/25 MG FILM-COATED TABLETS
2656,BLANK,RASILEZ HCT 300 MG/12.5 MG FILM-COATED TABLETS
2657,BLANK,RASILEZ HCT 300 MG/25 MG FILM-COATED TABLETS
2658,BLANK,RED)
2659,BLANK,REFINED
2660,BLANK,RELEASE LINER
2661,BLANK,REMOVABLE PROTECTIVE LAYER (RELEASE LINER)
2662,BLANK,REPAGLINIDE TEVA 0.5 MG TABLETS
2663,BLANK,REPAGLINIDE TEVA 1 MG TABLETS
2664,BLANK,REPAGLINIDE TEVA 2 MG TABLETS
2665,BLANK,REPSO 20 MG FILM-COATED TABLETS
2666,BLANK,RETSEVMO 40 MG HARD CAPSULES
2667,BLANK,RETSEVMO 80 MG HARD CAPSULES
2668,BLANK,REVLIMID 15 MG HARD CAPSULES
2669,BLANK,REVLIMID 2.5 MG/ 10 MG/ 20 MG HARD CAPSULES
2670,BLANK,REVLIMID 5 MG/ 25 MG HARD CAPSULES
2671,BLANK,REVLIMID 7.5 MG HARD CAPSULES
2672,BLANK,REVOLADE 12.5 MG FILM-COATED TABLETS
2673,BLANK,REVOLADE 50 MG FILM-COATED TABLETS
2674,BLANK,REVOLADE 75 MG FILM-COATED TABLETS
2675,BLANK,REYATAZ 100 MG HARD CAPSULES
2676,BLANK,REYATAZ 150 MG HARD CAPSULES
2677,BLANK,REYATAZ 200 MG HARD CAPSULES
2678,BLANK,REYATAZ 300 MG HARD CAPSULES
2679,BLANK,RITONAVIR FILM-COATED TABLETS
2684,BLANK,RIVASTIGMINE 1 A PHARMA 1.5 MG HARD CAPSULES:
2685,BLANK,RIVASTIGMINE 1 A PHARMA 3 MG AND 6 MG HARD CAPSULES:
2686,BLANK,RIVASTIGMINE 1 A PHARMA 4.5 MG HARD CAPSULES:
2687,BLANK,RIVASTIGMINE ACTAVIS 1.5 MG HARD CAPSULES
2688,BLANK,RIVASTIGMINE ACTAVIS 3 MG
2689,BLANK,RIVASTIGMINE HEXAL 1.5 MG HARD CAPSULES:
2690,BLANK,RIVASTIGMINE HEXAL 3 MG AND 6 MG HARD CAPSULES:
2691,BLANK,RIVASTIGMINE HEXAL 4.5 MG HARD CAPSULES:
2692,BLANK,RIVASTIGMINE SANDOZ 1.5 MG HARD CAPSULES:
2693,BLANK,RIVASTIGMINE SANDOZ 3 MG AND 6 MG HARD CAPSULES:
2694,BLANK,RIVASTIGMINE SANDOZ 4.5 MG HARD CAPSULES:
2695,BLANK,ROTEAS 15 MG FILM-COATED TABLETS
2696,BLANK,ROTEAS 30 MG FILM-COATED TABLETS
2697,BLANK,ROTEAS 60 MG FILM-COATED TABLETS
2698,BLANK,RUBRACA 200 MG FILM-COATED TABLETS
2699,BLANK,RUBRACA 250 MG FILM-COATED TABLETS
2700,BLANK,RUBRACA 300 MG FILM-COATED TABLETS
2701,BLANK,RXULTI 0.25 MG FILM-COATED TABLETS
2702,BLANK,RXULTI 0.5 MG FILM-COATED TABLETS
2703,BLANK,RXULTI 1 MG FILM-COATED TABLETS
2704,BLANK,RXULTI 2 MG FILM-COATED TABLETS
2705,BLANK,RXULTI 3 MG FILM-COATED TABLETS
2706,BLANK,UCAPSULE CONTENT:
2707,BLANK,UCAPSULE SHELL:
2708,BLANK,UPTRAVI 1
2709,BLANK,UPTRAVI 200 MICROGRAM FILM-COATED TABLET
2710,BLANK,UPTRAVI 400 MICROGRAM FILM-COATED TABLET
2711,BLANK,UPTRAVI 600 MICROGRAM FILM-COATED TABLET
2712,BLANK,UPTRAVI 800 MICROGRAM FILM-COATED TABLET
2713,BLANK,UROREC 4 MG AND 8 MG HARD CAPSULES
2715,BLANK,WATER)
2716,BLANK,WHITE
2717,BLANK,WHITE PLACEBO FILM-COATED TABLETS
2718,BLANK,XIGDUO 5 MG/1
2719,BLANK,XIGDUO 5 MG/850 MG FILM-COATED TABLETS
2720,BLANK,YENTREVE 20 MG
2721,BLANK,YENTREVE 40 MG
2722,BLANK,ZEPOSIA 0.23 MG AND 0.46 MG
2723,BLANK,ZEPOSIA 0.92 MG
2724,BLANK,ZONISAMIDE MYLAN 25 MG AND 100 MG HARD CAPSULES
2725,BLANK,ZONISAMIDE MYLAN 50 MG HARD CAPSULES
2726,BLANK,ZYPREXA 15 MG COATED TABLETS
2727,BLANK,ZYPREXA 2.5 MG
2728,BLANK,ZYPREXA 20 MG COATED TABLETS
2729,BLANK,CAPSULE FILL:
2731,BLANK,FYCOMPA 12 MG FILM-COATED TABLETS
2732,BLANK,CAPSULE SHELL (80 MG)
2733,BLANK,250 MG HARD CAPSULES
2734,BLANK,COPALIA 5 MG/80 MG FILM-COATED TABLETS
2736,BLANK,REVOLADE 25 MG FILM-COATED TABLETS
2737,BLANK,LOJUXTA 5 MG
2738,BLANK,MEDICINAL PRODUCT MATRIX:
2739,BLANK,300 MG/25 MG STRENGTH:
2741,BLANK,3 MG
2744,BLANK,PREGELATINIZED
2745,BLANK,TABLET CONTENTS
2746,BLANK,12.5 MG HARD CAPSULES
2747,BLANK,LATUDA 18.5 MG FILM-COATED TABLETS
2748,BLANK,REPSO 10 MG FILM-COATED TABLETS
2749,BLANK,SLENYTO 5 MG PROLONGED-RELEASE TABLET
2750,BLANK,EFMODY 5 MG MODIFIED-RELEASE HARD CAPSULES (WHITE/BLUE)
2751,BLANK,LEVETIRACETAM ACTAVIS 750 MG FILM-COATED TABLETS
2752,BLANK,DUOPLAVIN 75 MG/100 MG FILM-COATED TABLETS
2756,BLANK,NATURAL FLAVOUR
2757,BLANK,TABLET COATING:
2758,BLANK,CELLCEPT 500 MG POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION
2759,BLANK,ABILIFY 5 MG TABLETS
2760,BLANK,TABLET CORE (WHITE ACTIVE AND YELLOW PLACEBO FILM-COATED TABLETS)
2762,BLANK,DUOPLAVIN 75 MG/75 MG FILM-COATED TABLETS
2763,BLANK,PREGABALIN ZENTIVA K.S. 25 MG HARD CAPSULES
2764,BLANK,EBILFUMIN 45 MG HARD CAPSULES
2765,BLANK,TABLET CORES FOR 5/10/15/20 MG FILM-COATED TABLETS:
2766,BLANK,DAFIRO HCT 10 MG/160 MG/25 MG FILM-COATED TABLETS
2767,BLANK,RIBAVIRIN PLUS INTERFERON
2768,BLANK,EMA-COMBINED-H-5955-EN
2769,BLANK,MEDICINAL PRODUCT NO LONGER AUTHORISEDCAPSULE CONTENT
2770,CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM (E466)
2771,DIMETHICONE,DIMETICONE (E900)
2772,HYDROCHLORIC ACID,HYDROCHOLRIC ACID (FOR PH ADJUSTMENT)
2773,BLANK,SODIUM CHLORIDE 9 MG/ML (0.9 %) SOLUTION FOR INJECTION
2774,IRON OXIDE,MICROCRYSTALLINE LOW-SUBSTITUTED HYDROXYPROPYLCELLULOSE HYDROXYPROPYLCELLULOSE CROSCARMELLOSE SODIUM MAGNESIUM STEARATE  FILM-COATING  MACROGOL POLY(VINYL ALCOHOL) GRAFTED COPOLYMER (E1209)   TALC (E553B) TITANIUM DIOXIDE (E171) 17 IRON OXIDE YELLOW (E172)
2775,BLANK,SEGLUROMET 2.5 MG/1 000 MG FILM-COATED TABLETS AND SEGLUROMET 7.5 MG/1 000 MG FILM-COATED TABLETS
2776,"SILICON DIOXIDE, ANHYDROUS",COLLODIAL ANHYDROUS (E551)
2777,HYDROXYPROPYLCELLULOSE,HYDROXYPROPYL CELLULOSE
2778,SIMETHICONE,SIMETHICONE EMULSION (SIMETHICONE
2779,BLANK,ALL STRENGTHS
2780,BUTYLHYDROXYTOLUENE,BUTYLATED HYDROXYTOLUENE (AS AN ANTIOXIDANT IN PARAFFIN
2781,WATER,PURIFIED WATER)
